id,ref,type,titre,date_text,keywords,link,feuille
2106,"J.O.R.T., 11-15 Aug 1989, V.132 (No.55)p. 1218-1219 (Ar, Fr)",Décret,"Décret no 89-1047 du 28 juillet 1989, fixant les conditions d'utilisation des eaux usées traitées à des fins agricoles",1989-08-15,EAU USEE AGRICOLE,http://www.onagri.tn/uploads/jortagri/3060.pdf,First Sheet
2107,"J.O.R.T., 4-8 Aug 1989, V.132 (No.54)p. 1175 (Ar, Fr)",Décret,Décret no 89-1009 du 20 juillet 1989 portant suspension des droits de douane et de la taxe sur la valeur ajoutée dus à l'importation des céréales,1989-08-08,DROIT DE DOUANE TVA IMPORTATION CEREALES,http://www.onagri.tn/uploads/jortagri/3055.pdf,First Sheet
2108,"J.O.R.T., 4-8 Aug 1989, V.132 (No.54)p. 1175 (Ar, Fr)",Décret,Décret no 89-1010 du 20 juillet 1989 portant réduction des droits de douane et suspension de la taxe sur la valeur ajoutée dus à l'importation des levures,1989-08-08,DROIT DE DOUANE TVA IMPORTATION LEVURE,http://www.onagri.tn/uploads/jortagri/3056.pdf,First Sheet
2109,"J.O.R.T., 4-8 Aug 1989, V.132 (No.54)p. 1117 (Ar, Fr)",Décret,Décret no 89-1039 du 20 juillet 1989 portant réduction des droits de douane et suspension de la taxe sur la valeur ajoutée dus à l'importation des bovins et des viandes bovines et ovines,1989-08-08,DROIT DE DOUANE TVA IMPORTATION BOVIN VIANDE OVIN,http://www.onagri.tn/uploads/jortagri/3057.pdf,First Sheet
2110,"J.O.R.T., 1 Aug 1989, V.132 (No.53)p. 1146 (Ar, Fr)",Loi,Loi no 89-68 du 21 juillet 1989 portant ratification de l'accord de crédit conclu entre le gouvernement de la République tunisienne et le gouvernement de la République française et relatif à l'achat de produits agro-alimentaires,1989-08-01,ACCORD INTERNATIONAL CREDIT FRANCE ACHAT PRODUIT AGROALIMENTAIRE,http://www.onagri.tn/uploads/jortagri/3051.pdf,First Sheet
2111,"J.O.R.T., 1 Aug 1989, V.132 (No.53)p. 1151 (Ar, Fr)",Décret,Décret no 89-982 du 12 juillet 1989 portant suspension des droits de douane dus à l'importation de deux avions agricoles,1989-08-01,DROIT DE DOUANE IMPORTATION AVION AGRICOLE,http://www.onagri.tn/uploads/jortagri/3052.pdf,First Sheet
2112,"J.O.R.T., 1 Aug 1989, V.132 (53)p. 1152 (Ar, Fr)",Décret,Décret no 89-983 du 12 juillet 1989 portant suspension des droits de douane dus à l'importation des semences fourragères,1989-08-01,DROIT DE DOUANE IMPORTATION SEMENCE FOURRAGERE AVOINE VESCE,http://www.onagri.tn/uploads/jortagri/3053.pdf,First Sheet
2113,"J.O.R.T., 1 Aug 1989, V.132 (No.53)p. 1152 (Ar, Fr)",Décret,Décret no 89-984 du 12 juillet 1989 portant suspension des droits de douane et de la taxe sur la valeur ajoutée dus à l'importation des pommes de table,1989-08-01,DROIT DE DOUANE TVA IMPORTATION POMME,http://www.onagri.tn/uploads/jortagri/3054.pdf,First Sheet
2114,"J.O.R.T., 28 Jul 1989, V.132 (No.52)p. 1135 (Ar, Fr)",Décret,Décret no 89-950 du 6 juillet 1989 fixant la composition et le fonctionnement de la commission administrative chargée de délimiter l'assiette des nappes alfatières,1989-07-28,COMMISSION ADMINISTRATIVE ALFA,http://www.onagri.tn/uploads/jortagri/3050.pdf,First Sheet
2115,"J.O.R.T., 25 Jul 1989, V.132 (No.51)p. 1116-1117 (Ar, Fr)",Décret,Décret no 89-875 du 23 juin 1989 portant organisation de la campagne oléicole 1988-1989,1989-07-25,CAMPAGNE OLEICOLE,http://www.onagri.tn/uploads/jortagri/3046.pdf,First Sheet
2116,"J.O.R.T., 25 Jul 1989, V.132 (No.51)p. 1117-1118 (Ar, Fr)",Décret,Décret no 89-911 du 6 juillet 1989 fixant le taux et les conditions d'octroi de la subvention spéciale pour l'acquisition de chalutiers dans les gouvernorats côtiers dont les ressources de pêche sont insuffisamment exploitées,1989-07-25,SUBVENTION CHALUTIER GOUVERNORAT PECHE,http://www.onagri.tn/uploads/jortagri/3047.pdf,First Sheet
2117,"J.O.R.T., 25 Jul 1989, V.132 (No.51)p. 1118 (Ar, Fr)",Décret,Décret no 89-912 du 6 juillet 1989 complétant le décret no 88-1169 du 23 juin 1988 fixant la nomenclature et les tarifs des redevances afférentes à l'utilisation de l'outillage public des ports de pêche,1989-07-25,NOMENCLATURE TARIF OUTILLAGE PORT DE PECHE,http://www.onagri.tn/uploads/jortagri/3048.pdf,First Sheet
2118,"J.O.R.T., 25 Jul 1989, V.132 (No.51)p. 1118 (Ar, Fr)",Décret,Décret no 89-913 du 6 juillet 1989 portant composition et fonctionnement des commissions administratives des aménagements sylvo-pastoraux,1989-07-25,COMMISSION ADMINISTRATIVE,http://www.onagri.tn/uploads/jortagri/3049.pdf,First Sheet
2119,"J.O.R.T., 21 Jul 1989, V.132 (No.50)p. 1089-1099 (Ar, Fr)",Décret,Décret no 89-815 du 20 juin 1989 portant organisation de la campagne oléicole 1987-1988,1989-07-21,CAMPAGNE OLEICOLE,http://www.onagri.tn/uploads/jortagri/3045.pdf,First Sheet
2120,"J.O.R.T., 14-18 Jul 1989, V.132 (No.49)p. 1075-1077 (Ar, Fr)",Décret,Décret no 89-832 du 29 juin 1989 fixant l'organisation administrative et financière et les modalités de fonctionnement des commissariats régionaux au développement agricole,1989-07-18,ORGANISATION ADMINISTRATIVE CRDA,http://www.onagri.tn/uploads/jortagri/3039.pdf,First Sheet
2121,"J.O.R.T., 14-18 Jul 1989, V.132 (No.49) p.1077-1078 (Ar, Fr)",Décret,Décret no 89-833 du 29 juin 1989 fixant l'organisation spécifique du commissariat régional au développement agricole du Kef,1989-07-18,ORGANISATION ADMINISTRATIVE CRDA GOUVERNORAT D'EL KEF,http://www.onagri.tn/uploads/jortagri/3040.pdf,First Sheet
2122,"J.O.R.T., 14-18 Jul 1989, V.132 (No.49)p. 1078-1079 (Ar, Fr)",Décret,Décret no 89-834 du 29 juin 1989 fixant l'organisation spécifique du commissariat régional au développement agricole de Kebili,1989-07-18,ORGANISATION ADMINISTRATIVE CRDA GOUVERNORAT DE KEBILI,http://www.onagri.tn/uploads/jortagri/3041.pdf,First Sheet
2123,"J.O.R.T., 14-18 Jul 1989, V.132 (No.49)p. 1079-1080 (Ar, Fr)",Décret,Décret no 89-835 du 29 juin 1989 fixant l'organisation spécifique du commissariat régional au développement agricole de Gafsa,1989-07-18,ORGANISATION ADMINISTRATIVE CRDA GOUVERNORAT DE GAFSA,http://www.onagri.tn/uploads/jortagri/3042.pdf,First Sheet
2124,"J.O.R.T., 14-18 Jul 1989, V.132 (No.49)p. 1080-1081 (Ar, Fr)",Décret,Décret no 89-836 du 29 juin 1989 fixant l'organisation spécifique du commissariat régional au développement agricole de Kairouan,1989-07-18,ORGANISATION ADMINISTRATIVE CRDA GOUVERNORAT DE KAIROUAN,http://www.onagri.tn/uploads/jortagri/3043.pdf,First Sheet
2125,"J.O.R.T., 14-18 Jul 1989, V.132 (No.49)p. 1081 (Ar, Fr)",Arrêté,Arrêté du ministre de l'agriculture du 27 juin 1989 modifiant l'arrêté du 23 août 1984 réglementant l'abattage des animaux des espèces bovine et ovine,1989-07-18,ABATTAGE DES ANIMAUX BOVIN OVIN,http://www.onagri.tn/uploads/jortagri/3044.pdf,First Sheet
2126,"J.O.R.T., 11 Jul 1989, V.132 (No.49)p. 1066-1067 (Ar, Fr)",Décret,Décret no 89-816 du 23 juin 1989 fixant les interventions du Fonds pour le Développement du Secteur de l'Oléiculture et les formes et les conditions d'octroi de ses aides,1989-07-11,FONDS POUR LE DEVELOPPEMENT DU SECTEUR DE L'OLEICULTURE SUBVENTION,http://www.onagri.tn/uploads/jortagri/3037.pdf,First Sheet
2127,"J.O.R.T., 11 Jul 1989, V.132(No.48)p. 1067 (Ar, Fr)",Décret,Décret no 89-817 du 23 juin 1989 portant attribution du grand prix du Président de la République pour la protection des sols pour l'année 1988,1989-07-11,GRAND PRIX PRESIDENTIEL PROTECTION DES SOLS,http://www.onagri.tn/uploads/jortagri/3038.pdf,First Sheet
2128,"J.O.R.T., 9 Jun 1989, V.132 (No.39)p. 921-924 (Ar, Fr)",Arrêté,Arrêté du ministre de l'agriculture du 24 mai 1989 relatif à l'organisation de la chasse pendant la saison 1989-1990,1989-06-09,CHASSE,http://www.onagri.tn/uploads/jortagri/3036.pdf,First Sheet
2129,"J.O.R.T., 2-6 Jun 1989, V.132 (No.38)p. 902 (Ar, Fr)",Arrêté,Arrêté des ministres du plan et des finances et de l'agriculture du 24 mai 1989 fixant le montant de la subvention sur le carburant consommé par les bateaux de pêche,1989-06-06,SUBVENTION CARBURANT BATEAU DE PECHE,http://www.onagri.tn/uploads/jortagri/3035.pdf,First Sheet
2130,"J.O.R.T., 26 Mai 1989, V.132 (No.36)p. 877-878 (Ar, Fr)",Décret,Décret no 89-514 du 18 mai 1989 portant majoration des salaires minima des ouvriers agricoles autres que ceux payés au SMAG,1989-05-26,SALAIRE OUVRIER AGRICOLE SMAG,http://www.onagri.tn/uploads/jortagri/3034.pdf,First Sheet
2131,"J.O.R.T., 23 Mai 1989, V.132 (No.35)p. 856 (Ar, Fr)",Décret,Décret no 89-516 du 10 mai 1989 portant réduction des droits de douane et suspension de la taxe sur la valeur ajoutée dus à l'importation des pommes de terre de consommation,1989-05-23,DROIT DE DOUANE TVA IMPORTATION POMME DE TERRE CONSOMMATION,http://www.onagri.tn/uploads/jortagri/3033.pdf,First Sheet
2132,"J.O.R.T., 12-16 Mai 1989, V.132 (No.33)p. 819 (Ar, Fr)",Décret,Décret no 89-480 du 8 mai 1989 portant suspension des droits et taxes de douane dus à l'importation des pesticides destinés à la lutte anti-acridienne,1989-05-16,TAXE DROIT DE DOUANE IMPORTATION PESTICIDE LUTTE ANTI ACRIDIENNE,http://www.onagri.tn/uploads/jortagri/3032.pdf,First Sheet
2133,"J.O.R.T., 5-9 Mai 1989, V.132 (No.32)p. 809-810 (Ar, Fr)",Arrêté,Arrêté des ministres du plan et des finances et de l'agriculture du 26 avril 1989 modifiant l'arrêté du 27 septembre 1985 relatif à la fixation des taux de subventions et de prêts à accorder aux exploitants agricoles au titre de l'encouragement au développement des plantations de brise vent tel qu'il a été modifié par les arrêtés du 18 juillet 1986 et 28 janvier 1988,1989-05-09,SUBVENTION PRET EXPLOITANT AGRICOLE ENCOURAGEMENT DE L'ETAT PLANTATION ARBRE FRUITIER BRISE VENT,http://www.onagri.tn/uploads/jortagri/3031.pdf,First Sheet
2134,"J.O.R.T., 18 Avr 1989, V.132 (No.27)p. 713 (Ar, Fr)",Arrêté,"Arrêté des ministres de l'industrie et du commerce et de l'agriculture du 6 avril 1989 fixant le prix de cession des tomates fraîches destinées à la transformation, au titre de la campagne 1989",1989-04-18,PRIX TOMATE INDUSTRIE DES CONSERVES VEGETALES,http://www.onagri.tn/uploads/jortagri/3030.pdf,First Sheet
2135,"J.O.R.T., 11 Avr 1989, V.132 (No.25)p. 693-694 (Ar, Fr)",Décret,"Décret no 89-404 du 24 mars 1989 réglementant les modalités, la durée et les objectifs de la soumission au régime forestier des terrains de parcours des 2ème et 3ème catégories ainsi que l'exercice du pâturage sur ces terrains",1989-04-11,REGIME FORESTIER PARCOURS PATURAGE,http://www.onagri.tn/uploads/jortagri/3028.pdf,First Sheet
2136,"J.O.R.T., 11 Avr 1989, V.132 (No.25)p. 694 (Ar, Fr)",Arrêté,"Arrêté des ministres du plan, des finances et de l'agriculture du 16 mars 1989 complétant l'arrêté du 28 février 1983 relatif à la fixation des taux de subventions et prêts à accorder aux exploitants agricoles au titre de l'encouragement de l'Etat à la création des points d'eau privés et de périmètres irrigués tel qu'il a été complété et modifié par les arrêtés du 18 octobre 1985, 17 septembre 1986 et 28 mars 1988",1989-04-11,SUBVENTION PRET EXPLOITANT AGRICOLE ENCOURAGEMENT DE L'ETAT POINT D'EAU PERIMETRE D'IRRIGATION,http://www.onagri.tn/uploads/jortagri/3029.pdf,First Sheet
2137,"J.O.R.T., 4-7 Avr 1989, V.132 (No.24)p. 673-674 (Ar, Fr)",Décret,"Décret no 89-374 du 23 mars 1989 modifiant et complétant le décret no 87-1113 du 22 août 1987, relatif au statut particulier au corps des chercheurs agricoles",1989-04-07,STATUT PROFESSIONNEL CHERCHEUR AGRICOLE,http://www.onagri.tn/uploads/jortagri/3026.pdf,First Sheet
2138,"J.O.R.T., 4-7 Avr 1989, V.132 (No.24)p. 674 (Ar, Fr)",Arrêté,Arrêté du ministre de l'agriculture du 16 mars 1989 modifiant et complétant l'arrêté du 16 février 1988 fixant les montants et les modalités d'attribution des bourses d'études supérieures au profit des élèves des établissements d'enseignement supérieur relevant du ministère de l'agriculture,1989-04-07,BOURSE D'ETUDE SUPERIEURE ETABLISSEMENT D'ENSEIGNEMENT MIN. AGR.,http://www.onagri.tn/uploads/jortagri/3027.pdf,First Sheet
2139,"J.O.R.T., 31 Mar 1989, V.132 (No.23)p. 634 (Ar, Fr)",Décret,Décret no 89-392 du 18 mars 1989 portant organisation de l'exploitation des chrafis des îles Kerkennah,1989-03-31,CHRAFIS KERKENNAH,http://www.onagri.tn/uploads/jortagri/3023.pdf,First Sheet
2140,"J.O.R.T., 31 Mar 1989, V.132 (No.23)p. 634 (Ar, Fr)",Arrêté,Arrêté des ministres de l'industrie et du commerce et de l'agriculture du 16 mars 1989 fixant les prix d'intervention du Fonds de Stabilisation des Prix des Légumes et des Fruits au titre de la pomme de terre,1989-03-31,PRIX FONDS DE STABILISATION LEGUMES FRUITS POMME DE TERRE,http://www.onagri.tn/uploads/jortagri/3024.pdf,First Sheet
2141,"J.O.R.T., 31 Mar 1989, V.132 (No.23)p. 634 (Ar, Fr)",Arrêté,Arrêté du ministre de l'agriculture du 16 mars 1989 portant modification de l'arrêté du 31 mai 1988 relatif à l'ouverture et la fermeture de la campagne de cueillette d'Alfa 1988-1989,1989-03-31,RECOLTE ALFA,http://www.onagri.tn/uploads/jortagri/3025.pdf,First Sheet
2142,"J.O.R.T., 21 Mar 1989, V.132 (No.20)p. 452-453 (Ar, Fr)",Loi,Loi no 89-44 du 8 mars 1989 portant création des commissariats régionaux au développement agricole,1989-03-21,CRDA ORGANISATION ADMINISTRATIVE,http://www.onagri.tn/uploads/jortagri/3021.pdf,First Sheet
2143,"J.O.R.T., 17 Mar 1989, V.132 (No.19)p. 428-429 (Ar, Fr)",Arrêté,"Arrêté des ministres du plan, des finances et de l'agriculture du 10 mars 1989 portant modification de l'arrêté du 18 février 1983 relatif à la fixation des taux de subventions et prêts à accorder aux exploitants agricoles au titre de l'encouragement del'Etat à la création des points d'eau privés et de périmètres irrigués tel qu'il a été modifié et complété par les arrêtés du 17 septembre 1986 et du 28 mars 1988",1989-03-17,SUBVENTION PRET EXPLOITANT AGRICOLE ENCOURAGEMENT DE L'ETAT POINT D'EAU PERIMETRE D'IRRIGATION,http://www.onagri.tn/uploads/jortagri/3022.pdf,First Sheet
2144,"J.O.R.T., 7 Mar 1989, V.132 (No.17)p. 378 (Ar, Fr)",Loi,Loi no 89-33 du 27 février 1989 portant ratification de l'accord conclu entre le gouvernement de la République tunisienne et le gouvernement des Etats Unis d'Amérique et relatif à la vente de produits agricoles,1989-03-07,ACCORD INTERNATIONAL ETATS UNIS COMMERCIALISATION PRODUIT AGRICOLE,http://www.onagri.tn/uploads/jortagri/3018.pdf,First Sheet
2145,"J.O.R.T., 7 Mar 1989, V.132 (No.17)p. 379 (Ar, Fr)",Loi,Loi no 89-35 du 27 février 1989 portant ratification de l'accord de prêt conclu à Tunis le 1er octobre 1988 entre la République tunisienne et la société Yougoslave Hidrotechnika et relatif au financement des travaux de renforcement de la GP 11 et la voieferrée Mateur-Béja dans le cadre des travaux de construction du barrage Joumine,1989-03-07,ACCORD INTERNATIONAL PRET TRAVAUX COMMUNAUX MATEUR BEJA CONSTRUCTION BARRAGE JOUMINE,http://www.onagri.tn/uploads/jortagri/3019.pdf,First Sheet
2146,"J.O.R.T., 7 Mar 1989, V.132 (No.17)p. 379 (Ar, Fr)",Loi,Loi no 89-36 du 27 février 1989 ratifiant l'accord de prêt conclu à Sakiet Sidi Youssef le 8 février 1989 entre la République tunisienne et le Fonds International de Développement Agricole et relatif au projet tuniso-algérien pour le développement intégré du bassin versant de l'oued Mellègue,1989-03-07,ACCORD INTERNATIONAL PRET SAKIET SIDI YOUSSEF FONDS INTERNATIONAL DE DEVELOPPEMENT AGRICOLE ALGERIE DEVELOPPEMENT RURAL BASSIN VERSANT OUED MELLEGUE,http://www.onagri.tn/uploads/jortagri/3020.pdf,First Sheet
2147,"J.O.R.T., 3 Mar 1989, V.132 (No.16)p. 351 (Ar, Fr)",Arrêté,Arrêté du ministre de l'agriculture du 17 février 1989 modifiant et complétant l'arrêté du 31 décembre 1980 fixant les conditions et les normes de contrôle de la production et de la commercialisation des plants des espèces fruitières,1989-03-03,PRODUCTION VEGETALE COMMERCIALISATION PLANT ARBRE FRUITIER,http://www.onagri.tn/uploads/jortagri/3017.pdf,First Sheet
2148,"J.O.R.T., 24 Fev 1989, V.132 (No.14)p. 305 (Ar, Fr)",Arrêté,Arrêté du ministre de l'agriculture du 15 février 1989 modifiant l'arrêté du 3 août 1984 réglementant l'abattage des animaux des espèces bovine et ovine,1989-02-24,ABATTAGE DES ANIMAUX BOVIN OVIN,http://www.onagri.tn/uploads/jortagri/3016.pdf,First Sheet
2149,"J.O.R.T., 10 Fev 1989, V.132 (No.10)p. 233-234 (Ar, Fr)",Décret,Décret no 89-246 du 27 janvier 1989 fixant l'organisation administrative et financière de la Fondation Nationale de l'Amélioration de la Race Chevaline,1989-02-10,ORGANISATION ADMINISTRATIVE FONDATION NATIONALE D'AMELIORATION DE LA RACE CHEVALINE,http://www.onagri.tn/uploads/jortagri/3015.pdf,First Sheet
2150,"J.O.R.T., 7 Fev 1989, V.132 (No.9)p. 207-208 (Ar, Fr)",Décret,Décret no 89-231 du 27 janvier 1989 portant réduction des droits de douane et suspension de la taxe à la production et de la taxe sur la valeur ajoutée dus à l'importation des bouchons de luzerne déshydraté,1989-02-07,DROIT DE DOUANE TAXE A LA PRODUCTION TVA IMPORTATION BOUCHON DE LUZERNE,http://www.onagri.tn/uploads/jortagri/3011.pdf,First Sheet
2151,"J.O.R.T., 7 Fev 1989, V.132 (No.9)p. 210 (Ar, Fr)",Décret,Décret no 89-235 du 28 janvier 1989 relatif à l'institution du grand prix du Président de la République pour la promotion des coopératives agricoles de service,1989-02-07,GRAND PRIX PRESIDENTIEL COOPERATIVE AGRICOLE DE SERVICE,http://www.onagri.tn/uploads/jortagri/3012.pdf,First Sheet
2152,"J.O.R.T., 7 Fev 1989, V.132 (No.9)p. 211 (Ar, Fr)",Arrêté,Arrêté du ministre de l'agriculture du 31 janvier 1989 relatif à la protection des madragues pour la pêche au thon au titre de l'année 1989,1989-02-07,MADRAGUE PECHE THON,http://www.onagri.tn/uploads/jortagri/3013.pdf,First Sheet
2153,"J.O.R.T., 7 Fev 1989, V.132 (No.9)p. 211 (Ar, Fr)",Arrêté,Arrêté du ministre de l'agriculture du 31 janvier 1989 réglementant la délivrance des autorisations d'extraction de matériaux dans les forêts de l'Etat,1989-02-07,FORET,http://www.onagri.tn/uploads/jortagri/3014.pdf,First Sheet
2154,"J.O.R.T., 3 Fev 1989, V.132 (No.8)p. 174 (Ar, Fr)",Décret,Décret no 89-219 du 25 janvier 1989 portant suspension de la taxe à la production et de la taxe sur la valeur ajoutée dues à l'importation de poussins dits d'un jour destinés à donner des reproducteurs et des œufs à couver,1989-02-03,TAXE A LA PRODUCTION TVA IMPORTATION POUSSIN REPRODUCTEUR ŒUF,http://www.onagri.tn/uploads/jortagri/3007.pdf,First Sheet
2155,"J.O.R.T., 3 Fev 1989, V.132 (No.8)p. 175 (Ar, Fr)",Décret,Décret no 89-227 du 27 janvier 1989 portant attribution du grand prix du Président de la République pour la promotion de la défense des cultures pour la campagne 1987-1988,1989-02-03,GRAND PRIX PRESIDENTIEL DEFENSE DES CULTURES CAMPAGNE AGRICOLE,http://www.onagri.tn/uploads/jortagri/3008.pdf,First Sheet
2156,"J.O.R.T., 3 Fev 1989, V.132 (No.8)p. 175-176 (Ar, Fr)",Décret,Décret no 89-228 du 27 janvier 1989 portant attribution du grand prix du Président de la République pour la promotion des cultures maraîchères pour la campagne 1987-1988,1989-02-03,GRAND PRIX PRESIDENTIEL MARAICHAGE CAMPAGNE AGRICOLE,http://www.onagri.tn/uploads/jortagri/3009.pdf,First Sheet
2157,"J.O.R.T, 3 Fev 1989, V.132 (No.8)p. 176 (Ar, Fr)",Décret,Décret no 89-229 du 27 janvier 1989 portant attribution du grand prix du Président de la République pour la promotion des cultures sous serres pour la campagne 1987-1988,1989-02-03,GRAND PRIX PRESIDENTIEL CULTURE ABRITEE SERRE CAMPAGNE AGRICOLE,http://www.onagri.tn/uploads/jortagri/3010.pdf,First Sheet
2158,"J.O.R.T., 20-24 Jan 1989, V.132 (No.5)p. 107 (Ar, Fr)",Loi,"Loi no 89-7 du 14 janvier 1989 portant ratification de l'accord de prêt conclu à Jeddah, le 13 octobre 1988 entre la République tunisienne et la Banque Islamique de Développement et relatif au projet du port de pêche d'El Ataya",1989-01-24,ACCORD INTERNATIONAL PRET BANQUE ISLAMIQUE DE DEVELOPPEMENT PORT DE PECHE EL ATAYA,http://www.onagri.tn/uploads/jortagri/3005.pdf,First Sheet
2159,"J.O.R.T., 20-24 Jan 1989, V.132 (No.5) p. 107 (Ar, Fr)",Loi,Loi no 89-8 du 14 janvier 1989 portant ratification du contrat d'emprunt entre la République tunisienne et la Banque Néerlandaise d'Investissement dans les pays en voie de développement et relatif au financement partiel du projet de construction de la centrale laitière du Nord Ouest à Bou Salem,1989-01-24,PRET CENTRALE LAITIERE BOU SALEM,http://www.onagri.tn/uploads/jortagri/3006.pdf,First Sheet
2160,"J.O.R.T., 17 Jan 1989, V.132 (No.1)p. 21-22 (Ar, Fr)",Arrêté,"Arrêté des ministres du plan, des finances et de l'agriculture du 23 décembre 1988 fixant les conditions et modalités de prise en charge par l'état des dépenses de formation du personnel et de l'exonération de l'impôt sur les redevances",1989-01-17,PRISE EN CHARGE FORMATION PROFESSIONNELLE PERSONNEL IMPOT,http://www.onagri.tn/uploads/jortagri/3001.pdf,First Sheet
2161,"J.O.R.T., 17 Jan 1989, V.132 (No.4)p. 96-97 (Ar, Fr)",Décret,Décret no 89-105 du 9 janvier 1989 portant réglementation de la commercialisation des grignons d'olive.,1989-01-17,COMMERCIALISATION GRIGNON D'OLIVE,http://www.onagri.tn/uploads/jortagri/3004.pdf,First Sheet
2162,"J.O.R.T., 13 Jan 1989, V.132 (No.3)p. 62-63 (Ar, Fr)",Décret,Décret no 89-95 du 7 janvier 1989 portant suspension de la taxe à la production et de la taxe sur la valeur ajoutée dues à l'importation de certaines espèces d'animaux reproducteurs et de semences congelées d'origine animale,1989-01-13,TAXE A LA PRODUCTION TVA IMPORTATION ANIMAUX REPRODUCTEURS SEMENCE CONGELEE,http://www.onagri.tn/uploads/jortagri/3003.pdf,First Sheet
2163,"J.O.R.T., 6-10 Jan 1989, V.132 (No.2)p. 47-48 (Ar, Fr)",Décret,"Décret no 88-2133 du 14 décembre 1988 portant création et organisation du Conseil National de la Recherche Océanographique, de Pêche et d'Aquaculture",1989-01-10,ORGANISATION ADMINISTRATIVE CONSEIL NATIONAL DE LA RECHERCHE OCEANOGRAPHIQUE,http://www.onagri.tn/uploads/jortagri/3002.pdf,First Sheet
2164,"J.O.R.T., 3 Jan 1989, V.132 (No.1) p. 19-20 (Ar, Fr)",Décret,Décret no 88-2116 du 27 décembre 1988 portant transformation et création d'emplois au ministère de l'agriculture,1989-01-03,EMPLOI MIN. AGR.,http://www.onagri.tn/uploads/jortagri/3000.pdf,First Sheet
2165,"J.O.R.T., 30-31 Dec 1988, V.131, No.87, p.1805 (Ar, Fr)",Loi,Article 124 de la loi no 88-145 du 31 décembre 1988 portant loi de finances pour la gestion 1989 relatif à la suppression du centre de formation professionnelle et agricole pour jeunes de Sidi Bouzid,1988-12-31,LOI DE FINANCES GESTION CFPA SIDI BOUZID,http://www.onagri.tn/uploads/jortagri/2996.pdf,First Sheet
2166,"J.O.R.T., 30-31 Dec 1988, V.131, No.87, p.1801-1802 (Ar, Fr)",Loi,Article 87 de la loi no 88-145 du 31 décembre 1988 portant loi de finances pour la gestion 1989 relatif au régime de rémunération du personnel de l'Etablissement national de l'amélioration de la race chevaline,1988-12-31,LOI DE FINANCES GESTION REMUNERATION PERSONNEL FONDATION NATIONALE D'AMELIORATION DE LA RACE CHEVALINE,http://www.onagri.tn/uploads/jortagri/2999.pdf,First Sheet
2167,"J.O.R.T., 27 Dec 1988, V.131, No.86, p.1779 (Ar, Fr)",Décret,Décret no 88-2023 du 14 décembre 1988 portant attribution du grand prix du Président de la République pour la promotion des cultures maraîchères pour la campagne 1987-1988,1988-12-27,GRAND PRIX PRESIDENTIEL MARAICHAGE CAMPAGNE AGRICOLE,http://www.onagri.tn/uploads/jortagri/2993.pdf,First Sheet
2168,"J.O.R.T., 27 Dec 1988, V.131, No.86, p.1779-1780 (Ar, Fr)",Décret,Décret no 88-2024 du 14 décembre 1988 portant attribution du grand prix du Président de la République pour la promotion des cultures sous serres pour la campagne 1987-1988,1988-12-27,GRAND PRIX PRESIDENTIEL CULTURE ABRITEE SERRE CAMPAGNE AGRICOLE,http://www.onagri.tn/uploads/jortagri/2994.pdf,First Sheet
2169,"J.O.R.T., 27 Dec 1988, V.131, No.86, p.1780 (Ar, Fr)",Décret,Décret no 88-2034 du 19 décembre 1988 fixant le taux et les conditions d'octroi de la subvention accordée aux techniciens promoteurs de projets de services liés au secteur de l'agriculture ou de la pêche,1988-12-27,SUBVENTION TECHNICIEN PROJET DE SERVICE SECTEUR AGRICULTURE SECTEUR PECHE,http://www.onagri.tn/uploads/jortagri/2995.pdf,First Sheet
2170,"J.O.R.T., 23 Dec 1988, V.131, No.85, p.1756 (Ar, Fr)",Arrêté,Arrêté du Ministre de l'Agriculture du 13 décembre 1988 modifiant l'arrêté du 12 novembre 1951 relatif à l'exercice et à la police de la pêche,1988-12-23,PECHE MARITIME,http://www.onagri.tn/uploads/jortagri/2990.pdf,First Sheet
2171,"J.O.R.T., 23 Dec 1988, V.131, No.85, p.1756-1757 (Ar, Fr)",Arrêté,Arrêté du Ministre de l'Agriculture du 13 décembre 1988 réglementant l'exercice du droit d'usage dans le domaine forestier de l'Etat,1988-12-23,DROIT D'USAGE DOMAINE DE L'ETAT FORET,http://www.onagri.tn/uploads/jortagri/2991.pdf,First Sheet
2172,"J.O.R.T., 23 Dec 1988, V.131, No.85, p.1757 (Ar, Fr)",Arrêté,Arrêté du Ministre de l'Agriculture du 13 décembre 1988 relatif aux précautions à prendre contre les incendies des forêts,1988-12-23,INCENDIE FORET,http://www.onagri.tn/uploads/jortagri/2992.pdf,First Sheet
2173,"J.O.R.T., 16-20 Dec 1988, V.131, No.84, p.1736-1737 (Ar, Fr)",Arrêté,Arrêté du Premier Ministre du 7 décembre 1988 portant création des commissions administratives paritaires des catégories des personnels du Ministère de l'Agriculture,1988-12-20,COMMISSION ADMINISTRATIVE PARITAIRE PERSONNEL MIN. AGR.,http://www.onagri.tn/uploads/jortagri/2989.pdf,First Sheet
2174,"J.O.R.T., 2-6 Dec 1988, V.131, No.82, P.1686-1687 (Ar, Fr)",Décret,Décret no 88-1957 du 1er décembre 1988 fixant la liste des activités éligibles aux avantages du code des investissements agricoles et de pêche,1988-12-06,CODE DES INVESTISSEMENTS PECHE,http://www.onagri.tn/uploads/jortagri/2986.pdf,First Sheet
