id,ref,type,titre,date_text,keywords,link,feuille
959,"J.O.R.T, 14 Jan 2000, V. 143 (4) P. 63 (Ar, Fr)",décret,"Décret no 2000-15 du 3 janvier 2000, portant création d'un périmètre public irrigué à Nefza (El Jamila) de la délégation de Nefza au gouvernorat de Béja",2000-01-14,PPI NEFZA,http://www.onagri.tn/uploads/jortagri/4698.pdf,First Sheet
960,"J.O.R.T, 14 Jan 2000, V. 143 (4) p. 64 (Ar, Fr)",décret,"Décret no 2000-16 du 3 janvier 2000, portant création d'un périmètre public irrigué à Nefza (Ettouila) de la délégation de Nefza au gouvernorat de Béja",2000-01-14,PPI NEFZA,http://www.onagri.tn/uploads/jortagri/4699.pdf,First Sheet
961,"J.O.R.T, 14 Jan 2000, V. 143 (4) p. 65 (Ar, Fr)",décret,"Décret no 2000-17 du 3 janvier 2000, portant création d'un périmètre public irrigué à Ben-M'rad de la délégation de Jelma au gouvernorat de Sidi Bouzid",2000-01-14,PPI DELEGATION DE JELMA,http://www.onagri.tn/uploads/jortagri/4700.pdf,First Sheet
962,"J.O.R.T, 14 Jan 2000, V. 143 (4) p. 65 (Ar, Fr)",décret,"Décret no 2000-18 du 3 janvier 2000, portant création d'un périmètre public irrigué à Sidi Sayeh 1 de la délégation de Sidi Bouzid ouest au gouvernorat de Sidi Bouzid",2000-01-14,PPI DELEGATION SIDI BOUZID,http://www.onagri.tn/uploads/jortagri/4701.pdf,First Sheet
963,"J.O.R.T, 14 Jan 2000, V. 143 (4) p. 66 (Ar, Fr)",décret,"Décret no 2000-19 du 3 janvier 2000, portant création d'un périmètre public irrigué à Bir El M'zara de la délégation de Bir El H'fhey au gouvernorat de Sidi Bouzid",2000-01-14,PPI DELEGATION BIR ELH'FHEY,http://www.onagri.tn/uploads/jortagri/4702.pdf,First Sheet
964,"J.O.R.T, 14 Jan 2000, V. 143 (4) p. 67-68 (Ar, Fr)",décret,"Décret no 2000-23 du 3 janvier 2000, fixant les conditions et les modalités de fonctionnement du fonds de garantie de financement des exportations avant expédition et la création de la commission de garantie de financement des exportations",2000-01-14,FONDS DE GARANTIE EXPORTATION,http://www.onagri.tn/uploads/jortagri/4703.pdf,First Sheet
965,"J.O.R.T, 14 Jan 2000, V. 143 (4) p. 68-69 (Ar, Fr)",décret,"Décret no 2000-24 du 3 janvier 2000, portant modification du décret no 99-658 du 22 mars 1999, portant institution d'un stock de régulation du lait frais stérilisé",2000-01-14,STOCK DE REGULATION LAIT,http://www.onagri.tn/uploads/jortagri/4704.pdf,First Sheet
966,"J.O.R.T, 4 Jan 2000, V. 143 (1) p. 4 (Ar, Fr)",décret,"Décret no 99-2825 du 21 décembre 1999, modifiant le décret no 87-779 du 21 mai 1987, portant organisation du ministère de l'agriculture",2000-01-04,ORGANISATION DU MIN. AGR.,http://www.onagri.tn/uploads/jortagri/4685.pdf,First Sheet
967,"J.O.R.T, 4 Jan 2000, V. 143 (1) p. 4 (Ar, Fr)",décret,"Décret no 99-2826 du 21 décembre 1999, portant organisation administrative et financière de l'agence de la vulgarisation et de la formation agricoles",2000-01-04,ORGANISATION ADMINISTRATIVE ET FINANCIERE AGENCE DE LA VULGARISATION ET DE LA FORMATION AGRICOLES,http://www.onagri.tn/uploads/jortagri/4686.pdf,First Sheet
968,"J.O.R.T, 4 Jan 2000, V. 143 (1) p. 10-11 (Ar, Fr)",décret,"Décret no 99-2827 du 21 décembre 1999, portant création d'établissements publics de formation professionnelle dans le secteur agricole",2000-01-04,ETABLISSEMENT PUBLIC FORMATION PROFESSIONNELLE,http://www.onagri.tn/uploads/jortagri/4687.pdf,First Sheet
969,"J.O.R.T, 4 Jan 2000, V. 143 (1) p. 11 (Ar, Fr)",décret,"Décret no 99-2828 du 21 décembre 1999, portant changement de la dénomination d'établissements publics [lycées agricoles, écoles de pêche et centre de recyclage]",2000-01-04,CHANGEMENT DE DENOMINATION ETABLISSEMENT PUBLIC,http://www.onagri.tn/uploads/jortagri/4688.pdf,First Sheet
970,"J.O.R.T, 4 Jan 2000, V. 143 (1) p. 12 (Ar, Fr)",décret,"Décret no 99-2829 du 21 décembre 1999, portant changement de la vocation de deux parcelles de terre classées dans les autres zones agricoles du gouvernorat de Tunis",2000-01-04,CHANGEMENT DE VOCATION DE PARCELLE GOUVERNORAT DE TUNIS,http://www.onagri.tn/uploads/jortagri/4689.pdf,First Sheet
971,"J.O.R.T, 4 Jan 2000, V. 143 (1) p. 12 (Ar, Fr)",décret,"Décret no 99-2830 du 21 décembre 1999, portant changement de la vocation d'une parcelle de terre agricole classée dans les autres zones agricoles du gouvernorat de Gabès",2000-01-04,CHANGEMENT DE VOCATION DE PARCELLE GOUVERNORAT DE GABES,http://www.onagri.tn/uploads/jortagri/4690.pdf,First Sheet
972,"J.O.R.T, 4 Jan 2000, V. 143 (1) p. 13 (Ar, Fr)",Arrêté,"Arrêté du ministre de l'agriculture du 24 décembre 1999, portant homologation des plans de réaménagement foncier de Grombalia 3,4, 5 et 6 relevant du périmètre irrigué du Cap-Bon des délégations de Grombalia, Soliman et Menzel Bouzelfa, au gouvernorat deNabeul",2000-01-04,REAMENAGEMENT FONCIER PPI CAP BON,http://www.onagri.tn/uploads/jortagri/4691.pdf,First Sheet
973,"J.O.R.T, 31 Dec 1999, V. 142 (105) p. 2744 (Ar, Fr)",Loi,"Loi no 99-101 du 31 décembre 1999, portant loi de finances pour l'année 2000. Article 35 : Renforcement des ressources du fonds de développement de la compétitivité dans le secteur de l'agriculture et de la pêche",1999-12-31,FONDS DE DEVELOPPEMENT DE LA COMPETITIVITE,http://www.onagri.tn/uploads/jortagri/4673.pdf,First Sheet
974,"J.O.R.T, 31 Dec 1999, V. 142 (105) p. 2745 (Ar, Fr)",Loi,"Loi no 99-101 du 31 décembre 1999, portant loi de finances pour l'année 2000. Article 42 : Octroi de la subvention au titre des carburants utilisés pour le fonctionnement des équipements agricoles au profit des organismes œuvrant dans le secteur agricole",1999-12-31,SUBVENTION EQUIPEMENT AGRICOLE,http://www.onagri.tn/uploads/jortagri/4674.pdf,First Sheet
975,"J.O.R.T, 31 Dec 1999, V. 142 (105) p. 2955 (Ar, Fr)",Décret,"Décret no 99-2809 du 21 décembre 1999, relatif à l'approbation du statut particulier du personnel de la société des courses",1999-12-31,STATUT SOCIETE DES COURSES,http://www.onagri.tn/uploads/jortagri/4675.pdf,First Sheet
976,"J.O.R.T, 24 Dec 1999, V. 142 (103) p. 2691 (Ar, Fr)",Décret,"Décret no 99-2778 du 13 décembre 1999, relatif au grand prix du Président de la République pour le reboisement pour l'année 1999",1999-12-24,GRAND PRIX PRESIDENTIEL REBOISEMENT,http://www.onagri.tn/uploads/jortagri/4663.pdf,First Sheet
977,"J.O.R.T, 24 Dec 1999, V. 142 (103) p. 2691 (Ar, Fr)",Décret,"Décret no 99-2779 du 13 décembre 1999, portant changement de la vocation d'une parcelle de terre agricole et modification des limites des zones de sauvegarde des terres agricoles du gouvernorat de Kairouan",1999-12-24,ZONE DE SAUVEGARDE GOUVERNORAT DE KAIROUAN,http://www.onagri.tn/uploads/jortagri/4664.pdf,First Sheet
978,"J.O.R.T, 24 Dec 1999, V. 142 (103) p. 2692 (Ar, Fr)",Décret,"Décret no 99-2780 du 13 décembre 1999, portant changement de la vocation d'une parcelle de terre agricole et modification des limites des zones de sauvegarde des terres agricoles du gouvernorat de Sousse",1999-12-24,ZONE DE SAUVEGARDE GOUVERNORAT DE SOUSSE,http://www.onagri.tn/uploads/jortagri/4665.pdf,First Sheet
979,"J.O.R.T, 24 Dec 1999, V. 142 (103) p. 2692 (Ar, Fr)",Décret,"Décret no 99-2781 du 13 décembre 1999, portant changement de la vocation d'une parcelle de terre agricole et modification des limites des zones de sauvegarde des terres agricoles du gouvernorat de Ben Arous",1999-12-24,ZONE DE SAUVEGARDE GOUVERNORAT DE BEN AROUS,http://www.onagri.tn/uploads/jortagri/4666.pdf,First Sheet
980,"J.O.R.T, 24 Dec 1999, V. 142 (103) p. 2693 (Ar, Fr)",Décret,"Décret no 99-2782 du 13 décembre 1999, portant changement de la vocation d'une parcelle de terre agricole et modification des limites des zones de sauvegarde des terres agricoles du gouvernorat de Sidi Bouzid",1999-12-24,ZONE DE SAUVEGARDE GOUVERNORAT DE SIDI BOUZID,http://www.onagri.tn/uploads/jortagri/4667.pdf,First Sheet
981,"J.O.R.T, 24 Dec 1999, V. 142 (103) p. 2693 (Ar, Fr)",Décret,"Décret no 99-2783 du 13 décembre 1999, portant changement de la vocation d'une parcelle de terre agricole et modification des limites des zones de sauvegarde des terres agricoles du gouvernorat de Bizerte",1999-12-24,ZONE DE SAUVEGARDE GOUVERNORAT DE BIZERTE,http://www.onagri.tn/uploads/jortagri/4668.pdf,First Sheet
982,"J.O.R.T, 24 Dec 1999, V. 142 (103) p. 2693 (Ar, Fr)",Décret,"Décret no 99-2784 du 13 décembre 1999, portant changement de la vocation d'une parcelle de terre agricole et modification des limites des zones de sauvegarde des terres agricoles du gouvernorat de Sfax",1999-12-24,ZONE DE SAUVEGARDE GOUVERNORAT DE SFAX,http://www.onagri.tn/uploads/jortagri/4669.pdf,First Sheet
983,"J.O.R.T, 24 Dec 1999, V. 142 (103) p. 2694 (Ar, Fr)",Décret,"Décret no 99-2785 du 13 décembre 1999, portant changement de vocation d'une parcelle de terre agricole classée dans les autres zones agricoles du gouvernorat de Sfax",1999-12-24,CHANGEMENT DE VOCATION DE PARCELLE GOUVERNORAT DE SFAX,http://www.onagri.tn/uploads/jortagri/4670.pdf,First Sheet
984,"J.O.R.T, 24 Dec 1999, V. 142 (103) p. 2694 (Ar, Fr)",Décret,"Décret no 99-2786 du 13 décembre 1999, portant changement de la vocation d'une parcelle de terre agricole et modification des zones de sauvegarde des terres agricoles du gouvernorat de Bizerte",1999-12-24,ZONE DE SAUVEGARDE GOUVERNORAT DE BIZERTE,http://www.onagri.tn/uploads/jortagri/4671.pdf,First Sheet
985,"J.O.R.T, 24 Dec 1999, V. 142 (103) p. 2695 (Ar, Fr)",Décret,"Décret no 99-2787 du 13 décembre 1999, portant révision des limites du périmètre d'irrigation de la basse vallée de la Medjerda",1999-12-24,PPI BASSE VALLEE DE LA MEDJERDA,http://www.onagri.tn/uploads/jortagri/4672.pdf,First Sheet
986,"J.O.R.T, 21 Dec 1999, V. 142 (102) p. 2665 (Ar, Fr)",Décret,"Décret no 99-2770 du 6 décembre 1999, portant révision des limites du périmètre d'irrigation de la basse vallée de la Medjerda",1999-12-21,PPI BASSE VALLEE DE LA MEDJERDA,http://www.onagri.tn/uploads/jortagri/4661.pdf,First Sheet
987,"J.O.R.T, 17 Dec 1999, V. 142 (101) p. 2612 (Ar, Fr)",Loi,"Loi no 99-100 du 13 décembre 1999, relative aux centres d'information, de formation, de documentation et d'études",1999-12-17,CENTRE DE D'INFORMATION,http://www.onagri.tn/uploads/jortagri/4658.pdf,First Sheet
988,"J.O.R.T, 17 Dec 1999, V. 142 (101) p. 2638-2645 (Ar, Fr)",Décret,"Décret no 99-2762 du 6 décembre 1999, fixant le statut particulier du corps des personnels des bibliothèques et de la documentation dans les administrations publiques",1999-12-17,STATUT BIBLIOTHEQUE ET DOCUMENTATION,http://www.onagri.tn/uploads/jortagri/4659.pdf,First Sheet
989,"J.O.R.T, 17 Dec 1999, V. 142 (101) p. 2645-2648 (Ar, Fr)",Décret,"Décret no 99-2763 du 6 décembre 1999, fixant la concordance entre l'échelonnement des grades des personnels du corps des bibliothèques et de la documentation dans les administrations publiques et les niveaux de rémunération",1999-12-17,ECHELONNEMENT ET REMUNERATION BIBLIOTHEQUE ET DOCUMENTATION,http://www.onagri.tn/uploads/jortagri/4660.pdf,First Sheet
990,"J.O.R.T, 14 Dec 1999, V. 142 (100) p. 2595 (Ar, Fr)",Décret,"Décret no 99-2733 du 6 décembre 1999, portant changement de la vocation d'une parcelle agricole et modification des limites des zones de sauvegarde des terres agricoles du gouvernorat de Zaghouan",1999-12-14,ZONE DE SAUVEGARDE GOUVERNORAT DE ZAGHOUAN,http://www.onagri.tn/uploads/jortagri/4653.pdf,First Sheet
991,"J.O.R.T, 14 Dec 1999, V. 142 (100) p. 2595 (Ar, Fr)",Décret,"Décret no 99-2734 du 6 décembre 1999, portant changement de la vocation d'une parcelle de terre agricole classée dans les autres zones agricoles du gouvernorat de Gabès",1999-12-14,CHANGEMENT DE VOCATION DE PARCELLE GOUVERNORAT DE GABES,http://www.onagri.tn/uploads/jortagri/4654.pdf,First Sheet
992,"J.O.R.T, 14 Dec 1999, V. 142 (100) p. 2595 (Ar, Fr)",Décret,"Décret no 99-2735 du 6 décembre 1999, portant changement de la vocation d'une parcelle de terre agricole dans les autres zones agricoles du gouvernorat de Monastir",1999-12-14,CHANGEMENT DE VOCATION DE PARCELLE GOUVERNORAT DE MONASTIR,http://www.onagri.tn/uploads/jortagri/4655.pdf,First Sheet
993,"J.O.R.T, 14 Dec 1999, V. 142 (100) p. 2596 (Ar, Fr)",Décret,"Décret no 99-2736 du 6 décembre 1999, modifiant le décret no 77-905 du 8 novembre 1999, fixant le taux et les conditions d'attribution de certaines indemnités au personnel ouvrier du ministère de l'agriculture et les établissements publics y rattachés",1999-12-14,PERSONNEL OUVRIER ATTRIBUTION INDEMNITES,http://www.onagri.tn/uploads/jortagri/4656.pdf,First Sheet
994,"J.O.R.T, 14 Dec 1999, V. 142 (100) p. 2597 (Ar, Fr)",Décret,"Décret no 99-2737 du 6 décembre 1999, modifiant le décret no 98-251 du 19 janvier 1998, fixant l'organigramme de la société nationale d'exploitation et de distribution des eaux",1999-12-14,ORGANIGRAMME SONEDE,http://www.onagri.tn/uploads/jortagri/4657.pdf,First Sheet
995,"J.O.R.T, 10 Dec 1999, V. 142 (99) p. 2534 (Ar, Fr)",Arrêté,"Arrêté du ministre de l'agriculture du 30 novembre 1999, portant ouverture de la procédure de réaménagement foncier dans le périmètre public irrigué de Bouheurtma V (3ème tranche), de la délégation de Jendouba au gouvernorat de Jendouba",1999-12-10,REAMENAGEMENT FONCIER PPI BOUHEURTMA,http://www.onagri.tn/uploads/jortagri/4651.pdf,First Sheet
996,"J.O.R.T, 10 Dec 1999, V. 142 (99) p. 2584 (Ar, Fr)",Arrêté,"Arrêté du ministre de l'agriculture du 30 novembre 1999, relatif à la fixation du montant total des prix mis en concours par la société des courses et l'ouverture des hippodromes de Kassar Said et de Monastir pendant la saison hippique 1999/2000",1999-12-10,SOCIETE DES COURSES SAISON HIPPIQUE,http://www.onagri.tn/uploads/jortagri/4652.pdf,First Sheet
997,"J.O.R.T, 7 Dec 1999, V. 142 (98) p. 2570 (Ar, Fr)",Loi,"Loi no 99-95 du 6 décembre 1999, relatif à la création d'un fonds de garantie de financement des exportations avant expédition",1999-12-07,FONDS DE GARANTIE EXPORTATION,http://www.onagri.tn/uploads/jortagri/4650.pdf,First Sheet
998,"J.O.R.T, 3 Dec 1999, V. 142 (97) p. 2543 (Ar, Fr)",Décret,"Décret no  99-2653 du 22 novembre 1999, portant changement de la vocation d'une parcelle de terre classée dans les autres zones agricoles du gouvernorat de Médenine",1999-12-03,CHANGEMENT DE VOCATION DE PARCELLE GOUVERNORAT DE MEDENINE,http://www.onagri.tn/uploads/jortagri/4648.pdf,First Sheet
999,"J.O.R.T, 3 Dec 1999, V. 142 (97) p. 2544 (Ar, Fr)",Décret,"Décret no 99-2654 du 22 novembre 1999, portant changement de la vocation d'une parcelle de terre agricole et modification des limites des zones de sauvegarde des terres agricoles du gouvernorat de Siliana",1999-12-03,ZONE DE SAUVEGARDE GOUVERNORAT DE SILIANA,http://www.onagri.tn/uploads/jortagri/4649.pdf,First Sheet
1000,"J.O.R.T, 30 Nov 1999, V. 142 (96) p. 2519 (Ar, Fr)",Décret,"Décret no 99-2635 du 22 novembre 1999, relatif à la création d'une commission technique  consultative de suivi et de la mise en valeur des terres domaniales agricoles et fixant ses attributions et les modalités de son fonctionnement",1999-11-30,OFFICE DE MISE EN VALEUR DES TERRES DOMANIALES ORGANISATION ET FONCTIONNEMENT,http://www.onagri.tn/uploads/jortagri/4646.pdf,First Sheet
1001,"J.O.R.T, 30 Nov 1999, V. 142 (96) p. 2518 (Ar, Fr)",Décret,"Décret no 99-2648 du 22 novembre 1999, fixant les conditions et les modalités d'intervention et de gestion du fonds national de garantie et ainsi que les conditions de prélèvement de la commission appelée ""commission de garantie"" et la contribution des bénéficiaires et des sociétés d'investissement à capital risque",1999-11-30,FONDS NATIONAL DE GARANTIE,http://www.onagri.tn/uploads/jortagri/4647.pdf,First Sheet
1002,"J.O.R.T., 28 Nov 1997, V. 140 (95) p. 2112 (Ar, Fr)",Loi,"Loi n0 97-79 du 25 novembre 1997, complétant le code d'incitations aux investissements",1999-11-28,CODE D'INCITATION AUX INVESTISSEMENTS,http://www.onagri.tn/uploads/jortagri/4174.pdf,First Sheet
1003,"J.O.R.T, 23 Nov 1999, V. 142 (94) p. 2472-2475 (Ar, Fr)",Décret,"Décret no 99-2556 du 8 novembre 1999, fixant l'organisation administrative et financière du centre national des études agricoles et les modalités de son fonctionnement",1999-11-23,CNEA ORGANISATION ET FONCTIONNEMENT,http://www.onagri.tn/uploads/jortagri/4630.pdf,First Sheet
1004,"J.O.R.T, 23 Nov 1999, V. 142 (94) p. 2475 (Ar, Fr)",Arrêté,"Arrêté du ministre de l'agriculture du 3 novembre 1999, portant ouverture de la procédure de réaménagement foncier dans le périmètre public irrigué d'El Faeza, de la délégation de Kairouan Su au gouvernorat de Kairouan",1999-11-23,REAMENAGEMENT FONCIER PPI EL FAEZA,http://www.onagri.tn/uploads/jortagri/4631.pdf,First Sheet
1005,"J.O.R.T, 23 Nov 1999, V. 142 (94) p. 2475 (Ar, Fr)",Arrêté,"Arrêté du ministre de l'agriculture du 3 novembre 1999, portant ouverture de la procédure de réaménagement foncier dans le périmètre public irrigué d'El Mranba, de la délégation de Moknine au gouvernorat de Monastir",1999-11-23,REAMENAGEMENT FONCIER PPI EL MRANBA,http://www.onagri.tn/uploads/jortagri/4632.pdf,First Sheet
1006,"J.O.R.T, 23 Nov 1999, V. 142 (94) p. 2476 (Ar, Fr)",Arrêté,"Arrêté du ministre de l'agriculture du 3 novembre 1999, portant ouverture de la procédure de réaménagement foncier dans le périmètre public irrigué d'El Khriouâa 4, de la délégation de Sbikha au gouvernorat de Kairouan",1999-11-23,REAMENAGEMENT FONCIER PPI EL KHRIOUAA,http://www.onagri.tn/uploads/jortagri/4633.pdf,First Sheet
1007,"J.O.R.T, 23 Nov 1999, V. 142 (94) p. 2476 (Ar, Fr)",Arrêté,"Arrêté du ministre de l'agriculture du 3 novembre 1999, portant ouverture de la procédure de réaménagement foncier dans le périmètre public irrigué d'El Khriouâa 3, de la délégation de Sbikha au gouvernorat de Kairouan",1999-11-23,REAMENAGEMENT FONCIER PPI EL KHRIOUAA,http://www.onagri.tn/uploads/jortagri/4634.pdf,First Sheet
1008,"J.O.R.T, 23 Nov 1999, V. 142 (94) p. 2476 (Ar, Fr)",Arrêté,"Arrêté du ministre de l'agriculture du 3 novembre 1999, portant ouverture de la procédure de réaménagement foncier dans l'extension du périmètre public irrigué du Cap Bon, des délégations de Grombalia, Soliman et Menzel Bouzelfa au gouvernorat de Nabeul",1999-11-23,REAMENAGEMENT FONCIER PPI CAP BON,http://www.onagri.tn/uploads/jortagri/4635.pdf,First Sheet
1009,"J.O.R.T, 23 Nov. 1999, V. 142 (94) p. 2477 (Ar, Fr)",Arrêté,"Arrêté du ministre de l'agriculture du 3 novembre 1999, portant ouverture de la procédure de réaménagement foncier dans le périmètre public irrigué de Ghriouis, de la délégation de Souk El Jedid au gouvernorat de Sidi Bouzid",1999-11-23,REAMENAGEMENT FONCIER PPI GHRIOUIS,http://www.onagri.tn/uploads/jortagri/4638.pdf,First Sheet
