nbr_projets,inv_declare,nbr_emploi,gouv_ar,gouv_fr,delegation_ar,delegation_fr,secteur_act_ar,secteur_act_ar_1,mois_ar,mois_fr,annee_doa,feuille
2.0,123000,2,المهدية,MAHDIA,الجم,EL JEM,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,55000,0,المهدية,MAHDIA,الجم,EL JEM,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,54850,1,قابس,GABES,غنوش,GANOUCH,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,98000,1,المهدية,MAHDIA,قصور الساف,KSOUR ESSEF,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,48466,1,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
2.0,137000,1,المهدية,MAHDIA,ملولش,MLOULECH,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,66700,1,المنستير,MOUNASTIR,بنبلة,BENBLA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,208000,1,المهدية,MAHDIA,بو مرداس,BOU MERDES,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,2171657,84,نابل,NABEUL,بني خيار,BENI KHYAR,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
4.0,299812,3,سليانة,SILIANA,بوعرادة,BOU ARADA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,60700,1,المنستير,MOUNASTIR,طبلبة,TBOLBA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
5.0,1120000,1,المهدية,MAHDIA,الشابة,CHEBBA,الصيد البحري,PECHE,فيفري,févr.,2018,SQL Results
1.0,400000,3,سوسة,SOUSSE,مساكن,MSAKEN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,67892,0,قابس,GABES,قابس المدينة,GABES MEDINA,الصيد البحري,PECHE,فيفري,févr.,2018,SQL Results
2.0,118500,3,المنستير,MOUNASTIR,المنستير,MOUNASTIR,الصيد البحري,PECHE,فيفري,févr.,2018,SQL Results
4.0,401694,0,سيدي بوزيد,SIDI BOUZIDE,المكناسي,EL MEKNASSI,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,77000,1,المهدية,MAHDIA,السواسي,ESSWASSI,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,100000,1,المهدية,MAHDIA,ملولش,MLOULECH,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,85000,1,القصرين,KASSERINE,العيون,EL AYOUN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,68000,1,المهدية,MAHDIA,بو مرداس,BOU MERDES,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,255000,1,قابس,GABES,مطماطة,MATMATA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,176000,2,القيروان,KAIROUAN,الوسلاتية,WESLATIYA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,385000,0,المنستير,MOUNASTIR,طبلبة,TBOLBA,تربية الأحياء المائية,AQUACULTURE,فيفري,févr.,2018,SQL Results
2.0,144800,0,الكاف,KEF,الطويرف,Touiref,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,103214,2,قابس,GABES,مطماطة الجديدة,MATMATA ELJADIDA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,83107,0,سيدي بوزيد,SIDI BOUZIDE,أولاد حفوز,AWLED HAFOUZ,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
3.0,196678,3,قبلي,KEBELLI,سوق الأحد,SOUK LAHAD,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
3.0,352879,3,صفاقس,SFAXE,بئر علي بن خليفة,BIR ALI KHELIFFA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
6.0,602000,7,القيروان,KAIROUAN,الشبيكة,CHBIKA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
4.0,404518,4,قبلي,KEBELLI,قبلي الشما لية,KEBELLI NORD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
8.0,369818,3,سيدي بوزيد,SIDI BOUZIDE,أولاد حفوز,AWLED HAFOUZ,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
6.0,717000,8,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,82000,1,قفصة,GAFSA,قفصة الشما لية,GAFSSA NORD,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,133000,0,بنزرت,BIZERTE,منزل جميل,MANZEL JMIL,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,116730,1,توزر,TOZEUR,دقاش,DGECH,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,65087,0,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,34200,1,سليانة,SILIANA,الروحية,ROUHIYA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
4.0,603000,5,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,171260,1,سليانة,SILIANA,مكثر,MAKTHER,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,153149,2,سليانة,SILIANA,برقو,BERGOU,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,900000,15,منــوبة,MANOUBA,طبربة,TOUBOURBA,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
3.0,311890,5,الكاف,KEF,تاجروين,TAJERWIN,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,82000,1,سوسة,SOUSSE,سيدي الهاني,SIDI ELHANI,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,83456,1,القصرين,KASSERINE,سبيطلة,SBITLA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
6.0,685235,0,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,137186,1,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,67000,1,المهدية,MAHDIA,السواسي,ESSWASSI,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,420267,1,نابل,NABEUL,الحمامات,HAMMAMET,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,180689,1,نابل,NABEUL,بوعرقوب,BOU ARGOUB,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,998424,3,صفاقس,SFAXE,صفاقس الجنوبية,SFAXE SUD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,54267,0,باجة,BEJA,نفزة,NEFZA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,83420,1,سليانة,SILIANA,الكريب,EL KRIB,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,45565,0,باجة,BEJA,قبلاط,KBELLAT,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,62200,1,بنزرت,BIZERTE,جرزونة,JARZOUNA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,231000,2,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
5.0,836200,4,زغوان,ZAGHOUANE,زغوان,ZAGOUAN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
14.0,1180000,18,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,160000,3,بنزرت,BIZERTE,الغزالة,GZELA,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
10.0,810999,3,باجة,BEJA,تستور,TASTOUR,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
4.0,266540,0,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,252060,0,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,145000,2,القيروان,KAIROUAN,الوسلاتية,WESLATIYA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
7.0,499000,7,القيروان,KAIROUAN,الشبيكة,CHBIKA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,162250,2,قفصة,GAFSA,القطار,ALKATAR,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,48500,2,أريانة,ARIANA,رواد,RAWED,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
3.0,1572050,4,بنزرت,BIZERTE,بنزرت الجنوبية,BIZETE SUD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,33600,1,الكاف,KEF,قلعة سنان,KALAT SINAN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,172000,3,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
5.0,1393314,8,بنزرت,BIZERTE,أوتيك,UTIK,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,1718000,5,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
1.0,750000,0,المنستير,MOUNASTIR,جمال,JAMMEL,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
1.0,67000,1,سليانة,SILIANA,برقو,BERGOU,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,224475,0,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
5.0,339243,5,قابس,GABES,المطوية,EL METWEYA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
3.0,269515,2,قابس,GABES,الحامة,HAMMA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,253515,3,قابس,GABES,قابس الغربية,GABES WEST,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,261000,2,المهدية,MAHDIA,هبيرة,HBIRA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
5.0,913050,3,صفاقس,SFAXE,الغريبة,ELGRIBA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,57820,0,نابل,NABEUL,بني خيار,BENI KHYAR,تربية الأحياء المائية,AQUACULTURE,فيفري,févr.,2018,SQL Results
2.0,167500,2,المنستير,MOUNASTIR,جمال,JAMMEL,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,176000,3,تطاوين,TATAWINE,الصمّار,SAMMAR,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,67355,71,نابل,NABEUL,سليمان,SLIMAN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
9.0,919000,11,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,54708,2,تــونس,TUNIS,الكرم,EL KRAM,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
9.0,588293,1,سيدي بوزيد,SIDI BOUZIDE,الرقاب,ERGAB,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,175000,4,قفصة,GAFSA,الرديف,ERDAYEF,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
4.0,528000,1,المهدية,MAHDIA,شربان,CHERBEN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,148000,2,سوسة,SOUSSE,كندار,KENDRA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,10000,2,نابل,NABEUL,منزل تميم,MANZEL TMIM,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,433900,0,منــوبة,MANOUBA,برج العامري,BOURJ EL AMRI,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
5.0,284000,5,القيروان,KAIROUAN,الشراردة,CHRARDA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,84619,2,نابل,NABEUL,بني خيار,BENI KHYAR,الصيد البحري,PECHE,فيفري,févr.,2018,SQL Results
2.0,238000,5,المنستير,MOUNASTIR,صيادة لمطة بوحجر,SAYADAT LAMTA BOUHJAR,الصيد البحري,PECHE,فيفري,févr.,2018,SQL Results
3.0,160110,3,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,236300,2,بنزرت,BIZERTE,سجنان,SAJNEN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,150830,2,الكاف,KEF,السرس,SERS,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,341000,5,منــوبة,MANOUBA,البطان,EL BATAN,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
2.0,584077,4,قابس,GABES,دخيلة توجان,DEKHILET TOUJEN,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
7.0,607849,3,الكاف,KEF,القصور,ELKSOUR,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
7.0,3883150,34,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الصيد البحري,PECHE,فيفري,févr.,2018,SQL Results
2.0,159000,1,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
7.0,624380,9,تطاوين,TATAWINE,تطاوين الشما لية,TATAWIN NORD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
14.0,1185811,19,قفصة,GAFSA,قفصة الشما لية,GAFSSA NORD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,107673,2,قابس,GABES,مارث,MARETH,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,56000,1,سوسة,SOUSSE,النفيضة,NFIDHA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,145000,4,المنستير,MOUNASTIR,طبلبة,TBOLBA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,123618,0,جندوبة,JENDOUBA,غارالدماء,GAR DIMA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,104735,1,قبلي,KEBELLI,الفوار,ELFAWAR,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,2630,1,قبلي,KEBELLI,رجيم معتوق,ٌRegim Maatoug,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,38500,0,منــوبة,MANOUBA,برج العامري,BOURJ EL AMRI,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,56000,1,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,136620,3,قفصة,GAFSA,قفصة الجنوبية,GAFSA SUD,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
4.0,239874,3,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,102000,1,سليانة,SILIANA,سليانة الجنوبية,SILIANA SUD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
4.0,355559,25,نابل,NABEUL,قربة,KOURBA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,132636,0,الكاف,KEF,نبر,NEBR,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,110025,1,الكاف,KEF,قلعة الخصبة,KALAA KHESBA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,1292188,13,باجة,BEJA,تبرسق,TBORSOK,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,126200,2,مدنين,MEDENINE,ميدون,MIDOUN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,186140,0,بنزرت,BIZERTE,جرزونة,JARZOUNA,الصيد البحري,PECHE,فيفري,févr.,2018,SQL Results
1.0,68000,1,تطاوين,TATAWINE,غمراسن,GOMRASSEN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,362905,2,زغوان,ZAGHOUANE,الناظور,NATHOUR,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
16.0,1612326,3,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,159410,2,بنزرت,BIZERTE,جومين,JOUMIN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,100076,2,القصرين,KASSERINE,تا لة,TELA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,91000,0,سوسة,SOUSSE,مساكن,MSAKEN,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
1.0,44923,1,الكاف,KEF,الجريصة,JERISSA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
6.0,426910,0,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,455298,0,سيدي بوزيد,SIDI BOUZIDE,الرقاب,ERGAB,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,89713,2,توزر,TOZEUR,توزر,TOZEUR,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,55418,1,صفاقس,SFAXE,الصخيرة,SKHIRA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
6.0,1576930,4,سليانة,SILIANA,سليانة الشما لية,SILIANA NORD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,77000,1,القيروان,KAIROUAN,عين جلولة,AIN JALOULA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,54438,0,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,54278,0,توزر,TOZEUR,الحامة,El Hama,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,44700,0,جندوبة,JENDOUBA,جندوبة الشما لية,JENDOUBA NORD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,50000,37,بنزرت,BIZERTE,غار الملح,GAR EL MELH,تربية الأحياء المائية,AQUACULTURE,فيفري,févr.,2018,SQL Results
2.0,102963,2,قابس,GABES,قابس الجنوبية,GABES SUD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,62500,1,بنزرت,BIZERTE,جومين,JOUMIN,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,99909,2,صفاقس,SFAXE,المحرس,MAHRES,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,60000,1,بنزرت,BIZERTE,بنزرت الشما لية,BIZETE NORD,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,180553,0,الكاف,KEF,الكاف الغربية,EL KEF OUSET,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,161921,2,القصرين,KASSERINE,حاسي الفريد,HASSI ELFRID,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
5.0,661532,12,مدنين,MEDENINE,مدنين الشما لية,MEDNI NORD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,381000,16,المنستير,MOUNASTIR,طبلبة,TBOLBA,الصيد البحري,PECHE,فيفري,févr.,2018,SQL Results
2.0,1972689,5,صفاقس,SFAXE,المحرس,MAHRES,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,239740,0,صفاقس,SFAXE,العامرة,EL AMRA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
6.0,231655,2,صفاقس,SFAXE,عقارب,AGAREB,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
7.0,328871,2,الكاف,KEF,الدهماني,DAHMENI,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
4.0,152000,5,القيروان,KAIROUAN,منزل المهيري,MENZEL MHIRI,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,150000,4,تــونس,TUNIS,المرسى,LA MARSA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
8.0,1515551,14,قابس,GABES,الحامة,HAMMA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
5.0,858707,44,نابل,NABEUL,قرمبا لية,GROUMBELIA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,540335,5,قفصة,GAFSA,السند,ESNAD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,8509000,2,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
4.0,214314,2,سليانة,SILIANA,سيدي بورويس,SIDI BOURWIS,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
7.0,606004,7,القصرين,KASSERINE,ماجل با لعباس,MAJEL BELABBES,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,53195,0,نابل,NABEUL,قليبية,KLIBYA,الصيد البحري,PECHE,فيفري,févr.,2018,SQL Results
1.0,294639,0,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
2.0,680000,5,توزر,TOZEUR,دقاش,DGECH,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
2.0,160000,2,المهدية,MAHDIA,المهدية,MAHDIA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
4.0,206705,3,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,170287,4,بنزرت,BIZERTE,غار الملح,GAR EL MELH,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
4.0,261486,4,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,53000,1,المهدية,MAHDIA,أولاد الشامخ,AWLED CHAMEKH,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
10.0,769000,10,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
4.0,285263,3,مدنين,MEDENINE,جرجيس,JERJIS,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
8.0,699599,8,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,414924,2,سيدي بوزيد,SIDI BOUZIDE,سبا لة أولاد عسكر,SEBELET AWLED ASKAR,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,57000,1,المنستير,MOUNASTIR,جمال,JAMMEL,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,137271,1,الكاف,KEF,الكاف الغربية,EL KEF OUSET,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,4000,1,تــونس,TUNIS,المرسى,LA MARSA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,120000,0,منــوبة,MANOUBA,المرناقية,MOURNAGIA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,128864,3,قفصة,GAFSA,بلخير,BELKHIR,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,1220000,5,المنستير,MOUNASTIR,طبلبة,TBOLBA,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
1.0,55299,1,صفاقس,SFAXE,طينة,TINA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,201250,0,منــوبة,MANOUBA,البطان,EL BATAN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,74305,1,زغوان,ZAGHOUANE,صواف,SAWAF,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,137195,0,توزر,TOZEUR,دقاش,DGECH,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,60500,0,سيدي بوزيد,SIDI BOUZIDE,السعيدة,ASSAIDA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,37330,4,بنزرت,BIZERTE,الغزالة,GZELA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,145000,43,نابل,NABEUL,الهوارية,HAWARIYA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,148666,3,قابس,GABES,مارث,MARETH,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,62000,1,المهدية,MAHDIA,شربان,CHERBEN,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
3.0,123274,1,سليانة,SILIANA,الكريب,EL KRIB,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
5.0,842150,5,باجة,BEJA,مجاز الباب,MJEZ ELBEB,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
10.0,1568272,6,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,74650,0,منــوبة,MANOUBA,واد الليل,WAD ELIL,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
9.0,899400,9,مدنين,MEDENINE,بن قردان,BEN GERDAN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
8.0,669442,9,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,156416,2,صفاقس,SFAXE,ساقية الدائر,SAKIYET EDAYER,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,78000,1,المهدية,MAHDIA,الشابة,CHEBBA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
9.0,726640,21,الكاف,KEF,السرس,SERS,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,195534,4,تــونس,TUNIS,حلق الوادي,LA GOULETTE,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,4500,0,المهدية,MAHDIA,الشابة,CHEBBA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,405000,3,سليانة,SILIANA,العروسة,ALAROUSSA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,63553,1,توزر,TOZEUR,الحامة,El Hama,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
