n,annee_prog,gouvernorat,nom,delegation,secteur,xlamb,ylamb,xutm_corriges,yutm_corriges,s_b_v_ha,cap_m3,cap_m3_sed,cout_paye,avancement,objectifs,financemen,zone_2626,equip,lat,long,feuille
125,1992,BIZERTE,"O,Charchara",Ghezala,Sidi Mansou,462650.0,410550.0,543093.2106,4094091.8719,76.0,50000,0.0,62400.0,100,Exploitation,CEE,Oui,Oui,36.991976439373545,9.484271142163749,feuille1
126,1992,BIZERTE,"O,Zitoun",Ghezala,Dhouaouda,455175.0,431490.0,534136.1571,4098296.8989,162.0,120000,15000.0,121200.0,100,Exploitation,CEE,Oui,Oui,37.030249390396484,9.383806799416329,feuille1
127,1992,BIZERTE,"O,El Oumèn1",Mateur,Bou Mkhila,468900.0,413400.0,548862.246,4097092.8891,135.0,120000,78000.0,,100,Exploitation,CEE,Non,Oui,37.01874545163003,9.54929422860293,feuille1
128,1993,BIZERTE,Ain Sardouk,Bizerte Sud,Hached,489900.0,441200.0,569531.3789,4125210.0566,141.0,80000,60000.0,168000.0,100,Recharge,CEE,Non,Non,37.27087292158107,9.78424578443888,feuille1
129,1993,BIZERTE,Ain El Bard,Bizerte Nor,Ain Mariem,493500.0,445675.0,573132.4024,4129556.0825,154.0,130000,100000.0,180000.0,100,Exploitation,CEE,Non,Oui,37.309767855065346,9.825285815474656,feuille1
130,1993,BIZERTE,Ain El Ghad,Joumine,Ouled Ghane,452533.0,409000.0,532427.1461,4093203.8683,44.0,50000,35000.0,90000.0,100,Exploitation,CEE,Non,Oui,36.98440020581965,9.364372855297791,feuille1
131,1993,BIZERTE,Ezzitouna,Joumine,Ouled Ghane,452855.0,409195.0,533009.1495,4092660.8649,120.0,110000,60000.0,110000.0,100,Exploitation,CEE,Non,Oui,36.979485175566204,9.370888747316663,feuille1
132,1993,BIZERTE,Sidi Ezzin,Sejnane,Ababsa,437021.0,418206.0,517115.0542,4101491.9202,30.0,50000,40000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.059514970650504,9.192505748067331,feuille1
133,1993,BIZERTE,Oum Ettabl,Sejnane,El Shabna,436312.0,424204.0,516321.0499,4107493.9569,30.0,20000,16000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.11363299490436,9.18370555930894,feuille1
134,1993,BIZERTE,"O,Ezzene",Sejnane,Ababsa,454029.0,430744.0,533965.1582,4114354.9971,25.0,35000,28000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.175004450965204,9.382611536063322,feuille1
135,1993,BIZERTE,Messaffetin,Mateur,Naffet,486375.0,418000.0,570487.3761,4094503.8681,170.0,90000,0.0,184000.0,100,Exploitation,CEE,Non,Oui,36.99403504101945,9.7921371697319,feuille1
136,1993,BIZERTE,El Chagui,Menzel Bour,Gabtna,500250.0,426375.0,580504.4418,4110605.9633,126.0,139000,14000.0,139000.0,100,Exploitation,CEE,Non,Oui,37.13836191159989,9.906422382449604,feuille1
137,1994,BIZERTE,"O,Ain Essaf",Utique,El Houidh,504450.0,415400.0,584303.4613,4099477.894,86.0,50000,35000.0,97400.0,100,Protection,CEE,Non,Non,37.03772920156415,9.947941376921683,feuille1
138,1994,BIZERTE,El Koum,Utique,El Houidh,506766.0,415131.0,586883.4768,4099391.8926,40.0,60000,48000.0,129200.0,100,Exploitation,CEE,Non,Oui,37.03671876026654,9.97693838122713,feuille1
139,1994,BIZERTE,"O,Safsaf",Bizerte Sud,Louata,483700.0,431800.0,563878.3417,4115936.001,81.0,100000,70000.0,159000.0,100,Exploitation,CEE,Non,Oui,37.18768766491855,9.719694946507202,feuille1
140,1994,BIZERTE,"O,El Krima",Bizerte Sud,Hicher,478500.0,441750.0,558115.3086,4125590.0619,133.0,109000,0.0,142300.0,100,Protection,CEE,Non,Oui,37.275081017775506,9.655521837771444,feuille1
141,1994,BIZERTE,"O,El,Koucha",Mateur,Beni Daoued,485200.0,406000.0,564630.3395,4089743.841,275.0,116000,0.0,151900.0,100,Exploitation,CEE,Non,Non,36.951550348859534,9.72591320030066,feuille1
142,1994,BIZERTE,"O,Bissaria",Mateur,Bheya,467800.0,403950.0,552766.2669,4084420.8116,143.0,131000,0.0,152000.0,100,Protection,Pn,Non,Oui,36.90430803978535,9.59229451744573,feuille1
143,1994,BIZERTE,"O,El Ahmar",Mateur,Kousset El,485350.0,402550.0,565361.3431,4086530.8213,215.0,162000,112.0,156300.0,100,Exploitation,CEE,Non,Oui,36.9225384133128,9.733845301106518,feuille1
144,1995,BIZERTE,"O,Dikara",Alia,Khetmine,504600.0,424600.0,582703.4548,4109043.953,180.0,108000,70000.0,178400.0,100,Exploitation,CEE,Non,Oui,37.12409155051397,9.931006258477444,feuille1
145,1995,BIZERTE,Zaaroura,Utique,El Besbassi,504300.0,415800.0,583916.4588,4099227.8927,90.0,50000,0.0,120300.0,100,Exploitation,CEE,Non,Oui,37.0355105871283,9.94356242251982,feuille1
146,1995,BIZERTE,"O,Smar",Utique,El Besbassi,504000.0,418000.0,586487.4763,4104459.9236,205.0,105000,80000.0,121500.0,100,Exploitation,CEE,Non,Oui,37.082433683464224,9.973069469009197,feuille1
147,1995,BIZERTE,"O,El Myou",Bizerte Sud,Teskraya,467250.0,437750.0,547892.245,4122246.0434,94.0,101000,80000.0,256000.0,100,Exploitation,CEE,Oui,Oui,37.24552163159376,9.539998934368457,feuille1
148,1995,BIZERTE,"O,Hasshasia",Bizerte Sud,Sidi Ameur,473300.0,439700.0,553696.2808,4122784.0455,300.0,180000,120000.0,246400.0,100,Exploitation,CEE,Oui,Oui,37.25005443313225,9.605476768549158,feuille1
149,1995,BIZERTE,Mcherga,Ghezala,Errekeb,459200.0,416900.0,539370.1891,4100588.9121,120.0,100000,85000.0,163200.0,100,Exploitation,CEE,Non,Non,37.05070489358219,9.442773635907276,feuille1
150,1996,BIZERTE,Chaabet Geo,Utique,El Besbassi,501650.0,415200.0,581771.4458,4099170.8931,60.0,50000,45000.0,71000.0,100,Exploitation,CEE,Non,Oui,37.0351861723461,9.919440414491232,feuille1
151,1996,BIZERTE,Zouitinet E,Utique,El Besbassi,501100.0,414950.0,580995.4411,4099169.8933,50.0,40000,36000.0,80200.0,100,Exploitation,CEE,Non,Oui,37.03524444845881,9.91071589510733,feuille1
152,1996,BIZERTE,Bni Houdhil,Bizerte Sud,Hicher,477200.0,441400.0,557291.3034,4124676.0564,218.0,161000,110000.0,220200.0,100,Exploitation,CEE,Non,Oui,37.26689378349629,9.646157459733887,feuille1
153,1996,BIZERTE,"O,Addamouss",Joumine,Touajnia,445900.0,410750.0,525477.1044,4095353.8821,128.0,220000,110000.0,215700.0,100,Exploitation,CEE,Non,Non,37.003995136946,9.286351251753583,feuille1
154,1996,BIZERTE,Esswaydiya,Joumine,Ouled Said,452750.0,404100.0,532784.1474,4087533.8338,169.0,150000,105000.0,150000.0,100,Exploitation,CEE,Oui,Oui,36.93327640153353,9.3681381570186,feuille1
155,1996,BIZERTE,Moghra,Joumine,Semmene,452900.0,404900.0,533066.1493,4088541.84,90.0,100000,50000.0,90000.0,100,Exploitation,CEE,Oui,Non,36.942353049879806,9.371348825303262,feuille1
156,1998,BIZERTE,Kef El Ghar,Utique,El Besbassi,500825.0,417215.0,580857.441,4101271.9061,200.0,145000,120000.0,140000.0,100,Exploitation,Pn,Non,Non,37.05420225829295,9.909390382098056,feuille1
157,1998,BIZERTE,El Machraa,Bizerte Sud,Bchater,484600.0,444650.0,564446.3484,4128629.0792,106.0,227000,0.0,320000.0,100,Exploitation,DRI/GRN,Non,Non,37.30205551856056,9.727192500103769,feuille1
158,1998,BIZERTE,"A,Zabbouz",Sejnane,Machraa,448475.0,416463.0,528560.1236,4100035.9102,286.0,391000,312000.0,375000.0,100,Exploitation,DRI/GRN,Non,Oui,37.04611145232508,9.32118017240451,feuille1
159,1999,BIZERTE,Gourguiba,Utique,El Houidh,503995.0,417400.0,580119.4368,4102406.9134,260.0,110000,55000.0,244600.0,100,Exploitation,Pn,Non,Non,37.064495662588605,9.901212106089128,feuille1
160,1999,BIZERTE,Douimis,Utique,El Houidh,507825.0,415925.0,587651.4838,4105715.9309,90.0,50000,35000.0,155000.0,100,Exploitation,CEE,Non,Non,37.09364585674885,9.986310640914045,feuille1
161,2000,BIZERTE,"O,Dhhila",Alia,Khetmine,509950.0,425900.0,589234.4946,4109231.9519,110.0,90000,70000.0,147600.0,100,Exploitation,Pn,Non,Non,37.12518583028511,10.004539724758162,feuille1
162,2001,BIZERTE,Nechma,Mateur,Terglech Bh,470125.0,399200.0,550307.2518,4082932.8032,150.0,100000,55000.0,272000.0,100,Exploitation,Pn,Non,Non,36.89102930671799,9.564594821016115,feuille1
163,2001,BIZERTE,Ain Tihane,Joumine,Touajnia,440750.0,411750.0,520793.0761,4095407.8829,127.0,150000,75000.0,288410.0,100,Exploitation,Pn,Non,Oui,37.00459725306142,9.2337068027129,feuille1
164,2002,BIZERTE,El Fartout,Utique,El Houidh,503375.0,420825.0,583411.4577,4104881.9274,124.0,60000,15000.0,242000.0,100,Exploitation,DRI/GRN,Non,Oui,37.08651612495698,9.938512418746395,feuille1
165,2002,BIZERTE,Kef Ed Dhib,Bizerte Sud,Teskraya,470550.0,443050.0,550299.2607,4126795.071,195.0,90000,36000.0,366000.0,100,Exploitation,DRI/GRN,Non,Non,37.28639779127156,9.567445136663585,feuille1
166,2002,BIZERTE,El Hnaya Es,Utique,El Houidh,505125.0,418050.0,584242.4618,4101891.9088,190.0,90000,0.0,195000.0,100,Protection,Pn,Non,Oui,37.059492484389956,9.947526006527365,feuille1
167,2006,BIZERTE,El Maiza,Mateur,Terglech,492526.0,410921.0,572599.389,4094894.8699,172.0,120000,96000.0,269000.0,100,Exploitation,DRI/GRN,Non,Non,36.99739859061349,9.815907469929215,feuille1
168,2006,BIZERTE,El Hamimine,Bizerte sud,Teskraya,470697.0,440053.0,550571.2617,4123705.052,435.0,300000,270000.0,359500.0,100,Exploitation,DRI/GRN,Non,Oui,37.258530949755645,9.570303413630448,feuille1
169,2006,BIZERTE,"O,Dar Ermal",Bizerte sud,Teskraya,474500.0,441800.0,554345.2855,4125592.0628,173.0,152000,140000.0,377100.0,100,Exploitation,DRI/GRN,Non,Oui,37.27532688552788,9.612999641570081,feuille1
170,2006,BIZERTE,"O,El Mradim",Gzala,Edwawda,450600.0,413800.0,530662.1359,4097355.8936,101.0,172000,146000.0,280800.0,100,Exploitation,DRI/GRN,Non,Oui,37.021886862125875,9.34470930430864,feuille1
171,2007,BIZERTE,El Matouiya,Mateur,Terglech,487925.0,402950.0,567983.3588,4086654.8214,295.0,242000,0.0,441100.0,100,Exploitation,Pn,Non,Oui,36.923470613837864,9.763292831561355,feuille1
172,2009,BIZERTE,Ain El Bith,Joumine,Essamen,452710.0,398600.0,532923.1476,4082153.8014,150.0,93000,88000.0,433000.0,100,Exploitation,P Gzala/Jou,Non,Non,36.884773896445274,9.369465029906893,feuille1
173,2009,BIZERTE,Sidi Ben Ba,Gzala,Sidi Aissa,461540.0,420250.0,541536.2029,4103958.9323,92.0,195000,185000.0,439000.0,100,Exploitation,P Gzala/Jou,Non,Non,37.080988940391975,9.467319136637046,feuille1
174,2010,BIZERTE,Erromen,Utique,El Hwith,420550.0,506150.0,584812.4657,4103591.919,590.0,503000,503000.0,731500.0,100,Exploitation,Pn,Non,Non,37.074763423773916,9.954128299551638,feuille1
175,2011,BIZERTE,"Aff, Ben Na",Gzala,Bou Jrir,455790.0,421500.0,535803.1681,4105056.9399,240.0,117000,117000.0,344500.0,100,Exploitation,FCGBV,Non,Non,37.091123069536486,9.402871353995382,feuille1
176,2012,BIZERTE,El Karrouba,Mateur,Terglech,491275.0,408652.0,571450.3814,4092573.8561,384.0,126000,,315300.0,100,Exploitation,Pn,Non,Non,36.976566043498266,9.802775644404012,feuille1
177,2012,BIZERTE,Seba Aouine,Joumine,Essamen,451440.0,396600.0,531717.1401,4080107.7893,300.0,110000,,510000.0,100,Exploitation,P Gzala/Jou,Non,Non,36.86637154013107,9.35584583043554,feuille1
178,1990,JENDOUBA,Ain Krima,Jendouba,Ain Krima,404400.0,349200.0,485069.3698,4032348.419,150.0,40000,40000.0,60000.0,100,Exploitation,Pn,Non,Oui,36.436239240750346,8.833416806412128,feuille1
179,1991,JENDOUBA,"O,Choabet B",Jendouba,Satfoura,390200.0,364000.0,471177.782,4046729.5915,90.0,75000,50000.0,126500.0,100,Exploitation,Pn,Non,Oui,36.56556930105293,8.677891470578485,feuille1
180,1991,JENDOUBA,El Gsab,Jendouba,Satfoura,391100.0,364100.0,471374.7832,4046859.5923,150.0,150000,130000.0,228400.0,100,Exploitation,Pn,Non,Oui,36.56674717920889,8.680088233514091,feuille1
181,1992,JENDOUBA,"O,Ennaceur",Bou Salem,Sidi Abid,416600.0,351800.0,485307.8642,4053114.6303,50.0,25000,25000.0,89400.0,100,Protection,CEE,Non,Oui,36.62345253383157,8.835682196139299,feuille1
182,1992,JENDOUBA,"O,Ben Ayed",Jendouba,Ain Krima,406500.0,351000.0,487047.8754,4033789.5172,100.0,50000,40000.0,148100.0,100,Exploitation,CEE,Non,Oui,36.449259856648084,8.855467117410432,feuille1
183,1992,JENDOUBA,Atteb,Jendouba,Souk Djemaa,388500.0,363100.0,468844.7685,4045686.585,150.0,60000,40000.0,199400.0,100,Exploitation,CEE,Non,Oui,36.55609337910242,8.651861013905684,feuille1
184,1992,JENDOUBA,"O,Sidi Ben",Ghardimaou,O. Mliz,379500.0,347000.0,457922.7071,4031425.5002,55.0,25000,25000.0,88000.0,100,Exploitation,CEE,Non,Oui,36.427112356443274,8.53059388897065,feuille1
185,1993,JENDOUBA,El Kharroub,Bou Salem,Boulaaba,403700.0,369600.0,484117.8573,4052825.6285,130.0,75000,40000.0,221000.0,100,Exploitation,CEE,Non,Oui,36.62082809694408,8.822379114450522,feuille1
186,1993,JENDOUBA,Jinna,Bou Salem,Boulaaba,402500.0,370200.0,482922.8502,4053300.6313,150.0,70000,35000.0,236400.0,100,Exploitation,CEE,Non,Oui,36.625089553265404,8.809004031985655,feuille1
187,1993,JENDOUBA,Talla,Jendouba,Ain Krima,408300.0,348000.0,488863.8861,4031082.5016,450.0,160000,60000.0,253000.0,100,Exploitation,CEE,Non,Oui,36.42487821521658,8.875770852591346,feuille1
188,1994,JENDOUBA,Nahalya,Bou Salem,Mangouch,423900.0,353400.0,504522.9767,4037155.5371,150.0,90000,90000.0,140100.0,100,Exploitation,CEE,Non,Oui,36.4796821598436,9.050491676675888,feuille1
189,1994,JENDOUBA,Bou Chagra,Bou Salem,Sidi Abid,422900.0,352800.0,503577.9712,4036126.5311,87.0,60000,25000.0,166500.0,100,Exploitation,CEE,Non,Oui,36.470409436975,9.039937470306826,feuille1
190,1994,JENDOUBA,Hlifat,Jendouba,Satfoura,394000.0,363900.0,474297.8002,4046558.5908,400.0,300000,150000.0,394100.0,100,Exploitation,CEE,Non,Oui,36.56411683775288,8.712765152672237,feuille1
191,1994,JENDOUBA,"O,Aouled Ay",Jendouba,Chemtou,380500.0,359300.0,460725.7217,4041980.5622,100.0,60000,20000.0,86200.0,100,Exploitation,CEE,Non,Non,36.52238468268662,8.561326992404636,feuille1
192,1994,JENDOUBA,Sabouna,Fernana,Fernana,391100.0,374900.0,471234.7811,4057605.6555,30.0,24000,24000.0,63300.0,100,Exploitation,CEE,Non,Oui,36.66361735438335,8.678121204691251,feuille1
193,1994,JENDOUBA,Fathiza 1,Fernana,Ouled Ghrib,387400.0,366500.0,467925.7626,4049489.6073,150.0,80000,40000.0,136200.0,100,Exploitation,CEE,Non,Oui,36.590346823714235,8.641433448807904,feuille1
194,1995,JENDOUBA,Mangouch,Bou Salem,Mangouch,423300.0,360200.0,503876.973,4043632.575,110.0,55000,50000.0,126100.0,100,Exploitation,CEE,Non,Oui,36.53807661018479,9.04331261770138,feuille1
195,1995,JENDOUBA,Essned,Bou Salem,Boulaaba,404800.0,371200.0,485082.8628,4054328.6374,108.0,108000,80000.0,141800.0,100,Exploitation,CEE,Non,Oui,36.63439325671026,8.833142184229239,feuille1
196,1995,JENDOUBA,Oum Alia,Fernana,Ouled Ghrib,388600.0,370700.0,468585.766,4053379.6303,85.0,113000,80000.0,140500.0,100,Exploitation,CEE,Non,Oui,36.62543678668951,8.648652652048058,feuille1
197,1995,JENDOUBA,Fathiza 2,Fernana,Ouled Ghrib,387300.0,366400.0,467791.7619,4049303.6062,50.0,53000,50000.0,190700.0,100,Exploitation,CEE,Non,Oui,36.58866553124465,8.639943234461438,feuille1
198,1996,JENDOUBA,"O,Maleh 1",Jendouba No,Chemtou,383600.0,360300.0,463472.7375,4042757.5671,245.0,100000,70000.0,21400.0,100,Exploitation,CEE,Non,Oui,36.52949821461001,8.59197219790585,feuille1
199,1996,JENDOUBA,"O, Maleh 2",Jendouba No,Chemtou,383600.0,362400.0,463887.7396,4045200.5815,140.0,100000,70000.0,216100.0,100,Exploitation,CEE,Non,Oui,36.551537522545324,8.596493448162652,feuille1
200,1996,JENDOUBA,Rass Rmel,Fernana,Ouled Ghrib,387900.0,365800.0,468270.7647,4048647.6024,50.0,70000,70000.0,172500.0,100,Exploitation,CEE,Non,Oui,36.582767786656724,8.64532498334298,feuille1
201,1996,JENDOUBA,Sabeur,Oued Mliz,O. Mliz,377500.0,348900.0,456915.7013,4031381.4998,100.0,63000,63000.0,174700.0,100,Exploitation,CEE,Non,Oui,36.426671000703294,8.519362725246317,feuille1
202,1998,JENDOUBA,O.Sidi Hamm,Jendouba No,Satfoura,392861.0,363073.0,473463.7954,4046127.5881,110.0,137000,132000.0,458642.0,100,Exploitation,DRI/GRN,Non,Oui,36.560208541370066,8.703459696008538,feuille1
203,2000,JENDOUBA,Ain Essafra,Bou Salem,Kasseb,420150.0,382600.0,501646.9601,4064885.7004,180.0,112000,80000.0,288000.0,100,Exploitation,BM,Non,Oui,36.72967967514573,9.018445057099711,feuille1
204,2001,JENDOUBA,"O,chaaïeb",Fernana,Rbia,398800.0,366400.0,479411.8299,4049444.6083,160.0,83000,70000.0,285000.0,100,Exploitation,BM,Non,Oui,36.590258271242774,8.769839299995171,feuille1
205,2001,JENDOUBA,Ain Tarcha,Fernana,Rbia,400400.0,369250.0,481236.8403,4052288.6252,172.0,135000,110000.0,354000.0,100,Exploitation,BM,Non,Oui,36.615934654233726,8.790172026397931,feuille1
206,2001,JENDOUBA,Zraibia,Ghardimaou,Mrassen,362000.0,353500.0,442543.6171,4036258.5251,85.0,60000,60000.0,256000.0,100,Exploitation,BM,Non,Oui,36.46988290441095,8.358677612779408,feuille1
207,2001,JENDOUBA,Hazhaaza,Fernana,Aïn Beya,386500.0,373650.0,467490.7591,4056827.6505,100.0,82000,40000.0,266910.0,100,Exploitation,BM,Non,Oui,36.65648323363664,8.636259838250242,feuille1
208,2005,JENDOUBA,"O,Dbayeb",Fernana,Gloub Ethir,382390.0,373090.0,462883.7321,4056045.6452,229.0,111000,80000.0,238100.0,100,Exploitation,DRI/GRN,Non,Oui,36.649265110546864,8.584751629909437,feuille1
209,2005,JENDOUBA,"O,Ain Laoui",Jendouba No,Ain Lkrima,404500.0,349120.0,485212.8649,4032288.5083,157.0,67000,67000.0,149200.0,100,Exploitation,DRI/GRN,Non,Oui,36.43570135404193,8.835018939051704,feuille1
210,2005,JENDOUBA,"O,Abbes",Jendouba No,Chemtou,381408.0,360846.0,462066.7292,4043842.5732,120.0,117000,90000.0,371000.0,100,Exploitation,DRI/GRN,Non,Oui,36.539224661333144,8.57621339628092,feuille1
211,2005,JENDOUBA,Sidi Edende,Oued Mliz,Oued Mliz,375150.0,349800.0,455754.6944,4032651.5069,46.0,31000,31000.0,161000.0,100,Exploitation,DRI/GRN,Non,Oui,36.43806722000283,8.506338767215038,feuille1
212,2006,JENDOUBA,"O,Bousfaga",Bou Salem,Boulaaba,407098.0,370742.0,487383.8763,4054180.6367,80.0,92000,92000.0,256000.0,10,Exploitation,DRI/GRN,Non,Oui,36.63309230328512,8.858882862552283,feuille1
213,2006,JENDOUBA,"Aff, esahb",Ghardimaou,Arrakha,365450.0,349700.0,445862.6372,4032035.5013,68.0,107000,107000.0,412900.0,100,Exploitation,DRI/GRN,Non,Non,36.432006679428596,8.396017484919756,feuille1
214,2006,JENDOUBA,"Aff, El Mal",Ghardimaou,Arrakha,365500.0,349850.0,445753.6365,4032685.5051,70.0,94000,94000.0,346800.0,100,Exploitation,DRI/GRN,Non,Oui,36.43786016485757,8.394755986514186,feuille1
215,2006,JENDOUBA,Saiden,Balta Bouao,Echwawla,404500.0,376750.0,484994.8619,4059925.6705,220.0,74000,70000.0,334100.0,100,Exploitation,DRI/GRN,Non,Oui,36.6848486137683,8.832048269458827,feuille1
216,2006,JENDOUBA,Atteb2,Jendouba No,Satfoura,388900.0,362200.0,469146.7703,4045073.5815,186.0,80000,67000.0,211400.0,100,Exploitation,DRI/GRN,Non,Oui,36.55057699181901,8.65526017388728,feuille1
217,2012,JENDOUBA,Esnad2,Balta Bouao,Boulaaba,405600.0,371550.0,488242.8814,4054292.6374,275.0,95000,95000.0,287000.0,95,Exploitation,Pn,Non,Non,36.63411297857962,8.868489489565386,feuille1
218,1968,KAIROUAN,El mouta,Haffouz,Cherichira,492600.0,261300.0,575285.3584,3944025.0002,155.0,37000,0.0,20000.0,100,Protection,Pn,Non,Non,35.637171492548475,9.831517879225673,feuille1
219,1969,KAIROUAN,Degla,Haffouz,El Houfia,486300.0,260100.0,567512.3163,3944020.0025,35.0,56000,36000.0,25000.0,100,Exploitation,Pn,Non,Non,35.63768846231532,9.745672000117578,feuille1
220,1969,KAIROUAN,Knouch,Haffouz,El Houfia,486400.0,259800.0,567921.3184,3943798.0012,198.0,26000,13000.0,25000.0,100,Exploitation,Pn,Non,Oui,35.635658913739086,9.750170369351569,feuille1
221,1970,KAIROUAN,Abda,Haffouz,Haffouz,480000.0,261300.0,561522.2841,3945058.0098,287.0,63000,25000.0,25000.0,100,Recharge,Pn,Non,Oui,35.647438348558794,9.679595832295657,feuille1
222,1970,KAIROUAN,Khalifa,Haffouz,El Houfia,486800.0,259900.0,568285.3204,3943855.0014,98.0,70000,35000.0,25000.0,100,Recharge,Pn,Non,Oui,35.63614770820076,9.754195178837541,feuille1
223,1970,KAIROUAN,Ben Houria,Haffouz,Jebbes,470300.0,261450.0,553226.2393,3946098.0174,208.0,17000,0.0,20000.0,100,Protection,Pn,Non,Oui,35.65729725305143,9.588028302866412,feuille1
224,1972,KAIROUAN,Ben Jaballa,Haffouz,El Houfia,487800.0,259800.0,574754.3555,3943800.9992,106.0,18000,9000.0,25000.0,100,Recharge,Pn,Non,Non,35.63519234048097,9.825632789729616,feuille1
225,1973,KAIROUAN,El Marrouki,Haffouz,El Houfia,484250.0,257500.0,566314.3093,3942114.9925,63.0,56000,28000.0,25000.0,100,Recharge,Pn,Non,Oui,35.62059452485561,9.732284362955252,feuille1
226,1973,KAIROUAN,Salem Thabe,Haffouz,El Houfia,483300.0,259600.0,564815.3016,3943570.0008,205.0,63000,25000.0,25000.0,100,Recharge,Pn,Non,Oui,35.63381205542882,9.715849474999366,feuille1
227,1980,KAIROUAN,Dhahbi,Haffouz,Haffouz,480500.0,258200.0,562056.2862,3942047.9933,564.0,60000,24000.0,20000.0,100,Recharge,Pn,Non,Oui,35.62026707167751,9.685262544191643,feuille1
228,1985,KAIROUAN,Bou ksab,Haffouz,Khit El Oue,474950.0,269300.0,556315.2578,3953115.0551,320.0,45000,23000.0,25000.0,100,Exploitation,Pn,Non,Non,35.720390552062824,9.622644610818497,feuille1
229,1986,KAIROUAN,El Maiz,Haffouz,Khit El Oue,472900.0,267100.0,554325.2464,3950814.043,1300.0,500000,250000.0,50000.0,100,Exploitation,Pn,Non,Non,35.69975672121855,9.60048770068573,feuille1
230,1987,KAIROUAN,El Maouel,Ouesseltia,Oued El Ksa,488100.0,306375.0,569656.3403,3986504.237,160.0,15000,0.0,20000.0,100,Protection,Pn,Non,Non,36.02055116275523,9.773056773509218,feuille1
231,1989,KAIROUAN,El Hoshas,Haffouz,Haffouz,478600.0,262550.0,560059.2765,3946376.0174,1050.0,130000,65000.0,20000.0,100,Recharge,Pn,Non,Oui,35.65941141893725,9.6635342152786,feuille1
232,1990,KAIROUAN,"O,Gouazine",Ouesseltia,Zaghdoud,481900.0,289600.0,563268.301,3973376.1653,1700.0,285000,242000.0,242000.0,100,Exploitation,Pn,Oui,Oui,35.902633366040085,9.70111937605374,feuille1
233,1990,KAIROUAN,Bou Azroug1,Ouesseltia,Zaghdoud,483200.0,289150.0,564490.3078,3973240.1643,72.0,45000,36000.0,22500.0,100,Protection,Pn,Oui,Oui,35.90132744178055,9.714649311917231,feuille1
234,1990,KAIROUAN,Bou Azroug2,Ouesseltia,Zaghdoud,483400.0,291100.0,564631.3091,3975091.1746,72.0,43000,39000.0,22500.0,100,Protection,Pn,Oui,Non,35.918005683083784,9.716362121033445,feuille1
235,1990,KAIROUAN,"O,Fidh Ben",Haffouz,Khit el oue,471800.0,269200.0,553324.2414,3952980.0551,370.0,100000,30000.0,50000.0,100,Protection,Pn,Non,Non,35.719339962860886,9.589567348558646,feuille1
236,1991,KAIROUAN,El Aleb,Ouesseltia,Kesseb,489800.0,304800.0,570593.3463,3989047.2511,263.0,215000,150000.0,212200.0,100,Exploitation,Pn,Oui,Oui,36.04340908396947,9.783682012688653,feuille1
237,1991,KAIROUAN,Dhekikira,Ouesseltia,Zaghdoud,480200.0,286800.0,561459.2904,3970887.152,300.0,250000,175000.0,100000.0,100,Exploitation,Pn,Oui,Oui,35.88030910727154,9.680881619920124,feuille1
238,1991,KAIROUAN,"O,Fidh Ali",Haffouz,Khit El Oue,472800.0,267700.0,554376.2466,3950581.0417,98.0,127000,95000.0,126200.0,100,Exploitation,Pn,Oui,Oui,35.69765319133534,9.601035642158736,feuille1
239,1991,KAIROUAN,El Midhi,Nasrallah,Kabbara,494700.0,215600.0,576913.3528,3899538.7617,250.0,120000,66000.0,151900.0,100,Exploitation,Pn,Non,Oui,35.23596695798909,9.845294341876599,feuille1
240,1992,KAIROUAN,"O,Serdiana",Sbikha,Chkafia,499000.0,292800.0,580157.3958,3976894.1799,3000.0,200000,0.0,163100.0,100,Recharge,CEE,Non,Oui,35.933109745524554,9.888615638527671,feuille1
241,1992,KAIROUAN,Dehguene 1,Sbikha,Sidi Messao,498300.0,300750.0,579564.3952,3984999.2255,342.0,110000,0.0,157600.0,100,Exploitation,CEE,Oui,Non,36.006224541797295,9.882855577886318,feuille1
242,1992,KAIROUAN,El Kheil,El Alaa,Sayada,447600.0,263200.0,529164.1088,3946650.0246,100.0,25000,0.0,50000.0,100,Protection,CEE,Non,Non,35.66327891676375,9.322222052309487,feuille1
243,1992,KAIROUAN,"O,Habsa",El Alaa,Sayada,451600.0,266200.0,532697.1284,3949705.0409,450.0,45000,0.0,105000.0,100,Exploitation,CEE,Oui,Non,35.690712934672845,9.361380415298044,feuille1
244,1992,KAIROUAN,"O,El Guatta",Ouesseltia,El Menzel,472350.0,271750.0,553718.2442,3955911.0711,450.0,150000,75000.0,129700.0,100,Exploitation,CEE,Non,Oui,35.74574417463558,9.594119582220419,feuille1
245,1992,KAIROUAN,"O,Fidh Mbar",Haffouz,Khit El Oue,470600.0,266400.0,552123.2342,3950049.0393,95.0,53000,27000.0,87200.0,100,Exploitation,CEE,Oui,Oui,35.69297845203326,9.576099126812155,feuille1
246,1993,KAIROUAN,Bou Arfa,Hadjeb,El Kantra,465250.0,239600.0,546635.1991,3923345.8959,110.0,35000,30000.0,91000.0,100,Exploitation,CEE,Non,Oui,35.45249200561743,9.513904224728766,feuille1
